"","WT_V_1","WT_V_2","WT_V_3","C08_V_1","C08_V_2","C08_V_3"
"RPS26P15",1.75203540130774,2.85602340458192,2.95395584550032,11.1700153163502,6.07156625831368,2.24671555194665
"GPATCH11",1120.4266391363,1150.97743204652,1052.59293294661,991.08499534162,989.665300105129,1106.50740933372
"INTS4P2",15.7683186117697,5.71204680916385,7.87721558800084,20.3091187570004,7.08349396803262,25.8372288473864
"CLDN4",3.50407080261548,4.76003900763654,1.96930389700021,6.09273562710012,16.1908433555031,2.24671555194665
"ANXA5",17043.8003839217,17000.9553196747,17391.9073663574,18370.6133716447,17859.5121488297,17301.9564655411
"KLHL33",42.0488496313858,8.56807021374577,40.3707298885043,23.3554865705505,15.1789156457842,17.9737244155732
"ZPR1",981.139824732335,1085.28889374113,1167.79721092113,1073.33692630747,978.534095298221,931.263596281884
"POLR2M",798.92814299633,554.068540488893,511.034361271555,702.695508992214,723.528312449047,668.397876704127
"VNN3P",0,3.80803120610923,0,10.1545593785002,2.02385541943789,2.24671555194665
"RPL10P6",0,1.90401560305462,0.984651948500105,6.09273562710012,4.04771083887579,1.12335777597332
"RPS15AP30",0,0,6.89256363950074,14.2163831299003,1.01192770971895,6.74014665583994
"IQCH",1.75203540130774,0.952007801527308,0,2.03091187570004,0,10.1102199837599
"TNS1",30.6606195228855,29.5122418473465,39.3860779400042,0,0,21.3437977434931
"OLIG1",3.50407080261548,11.4240936183277,1.96930389700021,13.2009271920503,8.09542167775157,13.4802933116799
"OGFRP1",26.2805310196161,49.50440567942,64.987028601007,32.4945900112007,48.5725300665094,13.4802933116799
"RPF2",522.982567290361,435.06756529798,407.645906679044,497.57340954651,479.65373440678,544.828521347061
"ING2-DT",45.5529204340013,50.4564134809473,47.2632935280051,48.741885016801,70.8349396803262,68.5248243343727
"FBXL15",276.821593406623,338.914777343722,303.272800138032,366.579593563858,350.126987562755,319.033608376424
"MIR320C1",0,1.90401560305462,4.92325974250053,6.09273562710012,3.03578312915684,10.1102199837599
"RNY1P9",0,1.90401560305462,9.84651948500105,8.12364750280017,10.1192770971895,10.1102199837599
"ST3GAL5-AS1",7.88415930588483,9.52007801527308,11.8158233820013,7.10819156495015,0,5.61678887986661
"ZSCAN12P1",15.7683186117697,37.128304259565,17.7237350730019,35.5409578247507,37.441325259601,31.454017727253
"C3orf52",15.7683186117697,11.4240936183277,8.86186753650095,6.09273562710012,6.07156625831368,6.74014665583994
"FCHSD2",2298.67044651576,2502.82851021529,2234.17527114674,2339.61048080645,2631.01204526926,2505.08784042051
"PMPCB",2069.15380894444,1816.4308853141,1982.10437233071,2263.4512854677,1964.15168456447,2038.89436339158
"WDR54",159.435221519004,178.025458885607,157.544311760017,192.936628191504,187.206626298005,195.464253019358
"ZFHX2",35.9167257268087,79.0166475267665,64.0023766525069,52.8037087682011,34.4055421304442,43.8109532629596
"KIF5B",7764.14488089525,6450.80486314904,6390.39114576568,6355.73871500328,6155.55625822035,6882.81309338855
"BDNF-AS",42.0488496313858,41.8883432672015,45.2939896310048,55.8500765817511,73.8707228094831,42.6875954869863
"HACE1",508.966284079899,575.964719924021,527.773444396056,468.12518734886,527.214336763571,466.193477028929
"LIN9",190.971858742544,223.721833358917,166.406179296518,289.404942287256,240.838794913109,160.640161964185
"NUMA1",3915.7991219228,4557.26134591122,4223.17220711695,4086.19469390848,3980.92361003433,3956.46608697804
"RTN4RL2",0.87601770065387,2.85602340458192,1.96930389700021,0,12.1431325166274,5.61678887986661
"PFN1P8",14.8923009111158,19.9921638320735,19.6930389700021,19.2936628191504,17.2027710652221,49.4277421428262
"FALEC",14.0162832104619,0,1.96930389700021,0,2.02385541943789,2.24671555194665
"GNAO1",7.00814160523096,30.4642496488738,7.87721558800084,17.2627509434504,28.3339758721305,30.3306599512797
"RPL34P20",5.25610620392322,0,0,2.03091187570004,18.214698774941,0
"RASGRF2",7.00814160523096,1.90401560305462,0,7.10819156495015,5.05963854859473,11.2335777597332
"KIAA2012",0,2.85602340458192,4.92325974250053,10.1545593785002,2.02385541943789,8.98686220778658
"MTCO3P12",14.8923009111158,10.4720858168004,30.5242104035033,39.6027815761508,27.3220481624115,20.2204399675198
"MIR3198-1",7.88415930588483,5.71204680916385,3.93860779400042,15.2318390677503,10.1192770971895,8.98686220778658
"PRAF2",35.9167257268087,29.5122418473465,47.2632935280051,38.5873256383008,49.5844577762284,66.278108782426
"GLYATL1P1",34.1646903255009,48.5523978778927,38.4014259915041,38.5873256383008,48.5725300665094,78.6350443181326
"INSIG1-DT",48.1809735359629,51.4084212824746,55.1405091160059,48.741885016801,66.7872288414505,87.6219065259192
"LINC02688",0,2.85602340458192,0,4.06182375140008,0,8.98686220778658
"TAF8",1125.68274534022,1105.2810575732,1294.81731227764,1395.23645860593,1208.24168540442,1205.36289361938
"LCK",34.1646903255009,7.61606241221846,8.86186753650095,14.2163831299003,8.09542167775157,4.49343110389329
"RPP38",214.624336660198,157.081287252006,215.638776721523,294.482221976506,219.588313009011,180.860601931705
"CBR1-AS1",11.3882301085003,11.4240936183277,8.86186753650095,3.04636781355006,8.09542167775157,4.49343110389329
"ANXA10",0.87601770065387,7.61606241221846,1.96930389700021,0,0,2.24671555194665
"AGGF1",717.45849683552,494.092048992673,609.499556121565,645.829976472613,705.313613674106,672.89130780802
"ICOS",5.25610620392322,2.85602340458192,1.96930389700021,0,0,2.24671555194665
"RPS2P15",1.75203540130774,17.1361404274915,1.96930389700021,1.01545593785002,2.02385541943789,4.49343110389329
"NUBP2",950.479205209449,1154.78546325262,1002.37568357311,1171.83615227892,1175.85999869342,1021.13221835975
"ZNF687",1700.35035696916,2045.86476548218,1960.44202946371,1778.06334717539,1784.0285522345,1777.1520015898
"PIP4P2",473.04955835309,392.227214229251,368.259828739039,357.440490123207,384.5325296932,359.474488311463
"SNORA79B",14.0162832104619,41.8883432672015,5.90791169100063,3.04636781355006,12.1431325166274,17.9737244155732
"SPDEF",0,0,14.7697792275016,0,2.02385541943789,1.12335777597332
"TESK2",139.286814403965,116.144951786332,152.621052017516,130.993815982653,94.109277003862,112.335777597332
"BMP10",0,7.61606241221846,7.87721558800084,2.03091187570004,0,2.24671555194665
"APOA2",27.15654872027,18.0881482290188,27.570254558003,53.8191647060511,26.3101204526926,26.9605866233597
"PRELID1P4",1.75203540130774,5.71204680916385,3.93860779400042,10.1545593785002,12.1431325166274,3.37007332791997
"BET1-AS1",11.3882301085003,7.61606241221846,10.8311714335012,4.06182375140008,6.07156625831368,4.49343110389329
"DNAJC27",254.921150890276,285.602340458192,263.886722198028,230.508497891955,218.576385299292,257.248930697891
"SCARNA8",0,1.90401560305462,2.95395584550032,14.2163831299003,1.01192770971895,1.12335777597332
"MYOG",0.87601770065387,1.90401560305462,0.984651948500105,0,15.1789156457842,0
"IQCC",46.4289381346551,45.6963744733108,84.6800675710091,73.1128275252015,67.7991565511694,89.8686220778658
"TAS2R5",28.0325664209239,35.2242886565104,13.7851272790015,54.8346206439011,55.656024034542,10.1102199837599
"BEND5",5.25610620392322,1.90401560305462,0,8.12364750280017,7.08349396803262,4.49343110389329
"CDH11",1.75203540130774,0,0,0,0,11.2335777597332
"CLIC4P1",7.88415930588483,8.56807021374577,8.86186753650095,0,7.08349396803262,3.37007332791997
"CYP2G1P",1.75203540130774,0,0,0,0,11.2335777597332
"CDC37L1",263.681327896815,225.625848961972,285.549065065031,287.374030411556,288.3993972699,304.42995728877
"CNGA1",1.75203540130774,1.90401560305462,0,3.04636781355006,5.05963854859473,4.49343110389329
"MIR619",1.75203540130774,0.952007801527308,2.95395584550032,3.04636781355006,6.07156625831368,6.74014665583994
"PITHD1",1239.56504642523,1311.86675050463,1291.86335643214,1369.85006015968,1403.54373338018,1325.56217564852
"TDGF1P5",2.62805310196161,1.90401560305462,0,0,2.02385541943789,14.6036510876532
"MEMO1P1",20.148407115039,21.8961794351281,45.2939896310048,21.3245746948504,14.1669879360652,21.3437977434931
"UNC50",830.464780219869,821.582732718067,751.28943670558,719.958259935665,712.397107642138,784.103727629379
"CBY1",77.9655753581945,59.0244836946931,77.7875039315083,96.468314095752,71.8468673900452,102.225557613572
"H2AZP4",0,5.71204680916385,0,5.0772796892501,11.1312048069084,2.24671555194665
"TRAPPC4",545.759027507361,570.252673114857,531.712052190057,659.030903664664,533.285903021885,620.093492337274
"VIM-AS1",182.211681736005,146.609201435205,134.897316944514,193.952084129354,221.612168428449,138.173006444719
"LVRN",1.75203540130774,3.80803120610923,0,4.06182375140008,0,14.6036510876532
"PPP1CB-DT",17.5203540130774,5.71204680916385,11.8158233820013,21.3245746948504,17.2027710652221,20.2204399675198
"SKIL",12242.3473666378,9343.95657199053,9003.65741708496,9435.61657450239,9715.5179410116,9419.35495153631
"SH3GL1",1334.17495809584,1746.93431580261,1697.53995921418,1453.11744706338,1459.19975741472,1506.42277758023
"ACD",197.103982647121,229.433880168081,217.608080618523,209.183923197104,290.423252689338,243.768637386211
"SNHG25",1.75203540130774,2.85602340458192,2.95395584550032,5.0772796892501,8.09542167775157,5.61678887986661
"RNF32-AS1",18.3963717137313,0,1.96930389700021,23.3554865705505,4.04771083887579,19.0970821915465
"DOCK8-AS2",219.880442864121,111.384912778695,133.912664996014,165.519317869553,200.361686524351,198.834326347278
"PIN1",1130.93885154415,1296.63462568019,1300.72522396864,1193.16072697377,1158.65722762819,1116.61762931748
"DDX3Y",3396.32062543506,2596.12527476497,2815.1199207618,2625.96905528015,2990.24638221949,2569.11923365099
"CNTNAP1",19.2723894143851,9.52007801527308,28.5549065065031,48.741885016801,27.3220481624115,14.6036510876532
"NR1H3",67.453362950348,105.672865969531,86.6493714680093,64.9891800224013,79.9422890677968,59.5379621265861
"RASL11A",17.5203540130774,9.52007801527308,19.6930389700021,30.4636781355006,17.2027710652221,25.8372288473864
"ZNF425",80.5936284601561,85.6807021374577,75.8182000345081,54.8346206439011,82.9780721969536,51.6744576947728
"PRSS8",6.13212390457709,3.80803120610923,1.96930389700021,9.13910344065019,10.1192770971895,6.74014665583994
"RNF14P4",7.00814160523096,1.90401560305462,0.984651948500105,0,2.02385541943789,0
"ADAMTS14",4.38008850326935,0,7.87721558800084,24.3709425084005,4.04771083887579,2.24671555194665
"C2orf15",42.0488496313858,14.2801170229096,53.1712052190057,57.8809884574512,57.6798794539799,40.4408799350396
"RPS10P18",4.38008850326935,4.76003900763654,0.984651948500105,0,0,2.24671555194665
"CTBP2P4",1.75203540130774,9.52007801527308,0,0,0,2.24671555194665
"CRLF1",12.2642478091542,8.56807021374577,18.708387021502,31.4791340733506,12.1431325166274,21.3437977434931
"IDSP1",3.50407080261548,11.4240936183277,0.984651948500105,3.04636781355006,17.2027710652221,14.6036510876532
"RNU4-21P",3.50407080261548,6.66405461069115,0,1.01545593785002,0,1.12335777597332
"MEIOC",103.370088677157,79.0166475267665,32.4935143005035,54.8346206439011,47.5606023567905,56.1678887986661
"MACROH2A1",10943.2131165681,11423.1416105262,11153.1526206607,11599.5531780608,11851.6973362283,11438.0288749604
"MIR6763",0,0,2.95395584550032,3.04636781355006,2.02385541943789,6.74014665583994
"CCDC182",7.00814160523096,7.61606241221846,1.96930389700021,0,1.01192770971895,4.49343110389329
"CYSLTR2",118.262389588272,101.864834763422,161.482919554017,152.318390677503,68.8110842608884,78.6350443181326
"PSTK",149.799026811812,179.929474488661,122.096841614013,193.952084129354,165.956144393907,174.120455275865
"KAT5",441.512921129551,539.788423465984,595.714428842564,443.754244840459,400.723373048703,557.185456882768
"SYTL3",70.0814160523096,77.1126319237119,49.2325974250053,49.757340954651,43.5128915179147,57.2912465746395
"PLGRKT",455.529204340013,380.803120610923,375.15239237854,368.610505439558,351.138915272474,366.214634967303
"TRMT44",196.227964946467,227.529864565027,302.288148189532,327.992267925557,273.220481624116,241.521921834264
"RLBP1",0,0,1.96930389700021,4.06182375140008,6.07156625831368,0
"RPL23AP17",0,0,1.96930389700021,4.06182375140008,6.07156625831368,0
"YBX1P1",205.86415965366,148.51321703826,200.868997494021,228.477586016255,215.540602170136,202.204399675198
"PARD3",1.75203540130774,0,1.96930389700021,12.1854712542002,2.02385541943789,0
"ELMO2",1502.37035662139,1566.05283351242,1735.94138520569,1828.83614406789,1774.92120284703,1546.86365751527
"STIM2-AS1",7.00814160523096,0,1.96930389700021,8.12364750280017,8.09542167775157,6.74014665583994
"ZKSCAN2-DT",91.1058408680025,105.672865969531,70.8949402920076,94.4374022200519,104.228554101051,132.556217564852
"NECAP1P2",1.75203540130774,0,0,2.03091187570004,0,7.86350443181326
"RPSAP6",0,1.90401560305462,0,2.03091187570004,8.09542167775157,0
"CENPM",295.217965120354,376.043081603287,315.088623520034,344.239562931157,403.75915617786,361.72120386341
"FBXO43",78.8415930588483,110.432904977168,61.0484208070065,68.0355478359514,78.9303613580778,46.0576688149062
"ZFAND2A-DT",64.8253098483864,139.945146824514,95.5112390045102,123.885624417703,116.371686617679,133.679575340825
"BACH1-IT2",7.00814160523096,5.71204680916385,14.7697792275016,13.2009271920503,20.2385541943789,14.6036510876532
"PDSS1P1",11.3882301085003,18.0881482290188,1.96930389700021,4.06182375140008,5.05963854859473,5.61678887986661
"THOC3",586.055841737439,619.757078794277,803.475989976086,564.593501444612,496.856505472003,726.81248105474
"PLEKHG5",339.894867853702,454.107721328526,361.367265099539,441.723332964759,497.868433181722,365.09127719133
"MISP3",12.2642478091542,6.66405461069115,5.90791169100063,12.1854712542002,14.1669879360652,17.9737244155732
"ALG1L2",7.88415930588483,10.4720858168004,5.90791169100063,2.03091187570004,2.02385541943789,6.74014665583994
"MMAA",188.343805640582,169.457388671861,165.421527348018,179.735700999454,144.705662489809,116.829208701226
"SSC4D",6.13212390457709,28.5602340458192,44.3093376825047,7.10819156495015,23.2743373235358,15.7270088636265
"ZNF473",217.25238976216,298.930449679575,238.285771537026,229.493041954105,224.647951557606,199.957684123251
"DRAM2",1908.84256972478,1887.83147042865,1904.3168683992,2001.46365350239,2011.71228692127,2008.5637034403
"TMX3",3770.38018361426,2729.40636697879,2776.7184947703,3135.72793608086,3401.08903236538,3495.88939882898
"XPA",536.122832800169,441.731619908671,476.571543074051,576.778972698812,503.939999440035,525.731439155515
"LAMB2",80.5936284601561,64.7365305038569,79.7568078285085,71.0819156495015,62.7395180025747,40.4408799350396
"PABPC1P4",28.0325664209239,35.2242886565104,34.4628181975037,59.9119003331512,43.5128915179147,31.454017727253
"RN7SL735P",0,1.90401560305462,0,6.09273562710012,2.02385541943789,1.12335777597332
"HNRNPKP2",16.6443363124235,2.85602340458192,12.8004753305014,5.0772796892501,6.07156625831368,4.49343110389329
"CCDC167",100.742035575195,140.897154626042,130.958709150514,160.442038180303,138.634096231496,144.913153100559
"CD70",0.87601770065387,4.76003900763654,5.90791169100063,12.1854712542002,9.10734938747052,4.49343110389329
"GFRA2",0,11.4240936183277,3.93860779400042,0,2.02385541943789,2.24671555194665
"RRP9",386.323805988357,420.78744827507,508.080405426054,528.037087682011,516.083131956663,424.629239317916
"DDB2",1563.69159566716,1597.46909096282,1436.60719286165,1726.27509434504,1600.86963677537,1573.82424413862
"PKLR",0,0,1.96930389700021,6.09273562710012,1.01192770971895,2.24671555194665
"SPIDR",1012.67646195587,997.704176000619,898.002577032096,860.091179358968,918.830360424803,920.030018522151
"ARL5C",0.87601770065387,4.76003900763654,0,5.0772796892501,11.1312048069084,1.12335777597332
"ACSF3",840.976992627716,1029.12043345102,1005.32963941861,841.812972477667,867.222047229137,939.127100713698
"RNF113A",592.187965642016,436.019573099507,624.269335349067,629.582681467013,629.419035445185,578.529254626261
"MTND5P14",17.5203540130774,12.376101419855,10.8311714335012,12.1854712542002,7.08349396803262,2.24671555194665
"LINC00032",14.8923009111158,5.71204680916385,5.90791169100063,16.2472950056003,25.2981927429737,6.74014665583994
"AP3M2",529.990708895592,423.643471679652,386.968215760541,405.166919202158,350.126987562755,438.109532629596
"HLA-J",7.88415930588483,6.66405461069115,3.93860779400042,2.03091187570004,2.02385541943789,3.37007332791997
"ATP6V1E1P3",3.50407080261548,11.4240936183277,6.89256363950074,4.06182375140008,0,4.49343110389329
"SLC18A1",9.63619470719257,13.3281092213823,11.8158233820013,22.3400306327005,8.09542167775157,28.0839443993331
"LRIG2-DT",21.0244248156929,1.90401560305462,13.7851272790015,23.3554865705505,20.2385541943789,20.2204399675198
"TIMD4",5.25610620392322,3.80803120610923,19.6930389700021,8.12364750280017,1.01192770971895,3.37007332791997
"FCRL3",17.5203540130774,13.3281092213823,9.84651948500105,4.06182375140008,13.1550602263463,4.49343110389329
"GPR135",81.46964616081,43.7923588702562,56.125161064506,104.591961598552,67.7991565511694,64.0313932304794
"HELZ-AS1",0,10.4720858168004,0.984651948500105,13.2009271920503,7.08349396803262,7.86350443181326
"RBM26-AS1",89.3538054666948,47.6003900763654,86.6493714680093,114.746520977052,104.228554101051,67.4014665583993
"MIR645",2.62805310196161,0,0.984651948500105,8.12364750280017,0,5.61678887986661
"GUCY1B1",63.9492921477325,69.4965695114935,49.2325974250053,34.5255018869007,60.7156625831368,42.6875954869863
"MMP12",13.1402655098081,11.4240936183277,11.8158233820013,12.1854712542002,4.04771083887579,2.24671555194665
"RYK",459.033275142628,404.603315649106,346.597485872037,327.992267925557,400.723373048703,348.24091055173
"ZSCAN16",91.9818585686564,123.76101419855,121.112189665513,134.040183796203,144.705662489809,124.692713133039
"HLA-L",12.2642478091542,7.61606241221846,8.86186753650095,22.3400306327005,18.214698774941,8.98686220778658
"PKDREJ",7.00814160523096,1.90401560305462,3.93860779400042,6.09273562710012,10.1192770971895,11.2335777597332
"DDHD1-DT",0,3.80803120610923,0,0,4.04771083887579,11.2335777597332
"VPS37B",358.291239567433,421.739456076597,360.382613151039,438.676965151209,378.460963434886,454.959899269196
"TMTC3",519.478496487745,412.219378061324,427.338945649046,391.965992010108,425.009638081957,405.532157126369
"HADHAP1",0,5.71204680916385,6.89256363950074,0,2.02385541943789,1.12335777597332
"KCTD11",293.465929719047,327.490683725394,300.318844292532,277.219471033056,256.017710558893,285.332875097224
"NFATC1",542.254956704746,681.637585893552,607.530252224565,500.61977736006,555.548312635701,604.366483473648
"ANKRD18B",3.50407080261548,1.90401560305462,1.96930389700021,8.12364750280017,12.1431325166274,0
"IGBP1-AS2",4.38008850326935,0,1.96930389700021,2.03091187570004,4.04771083887579,12.3569355357065
"ASLP1",6.13212390457709,12.376101419855,26.5856026095028,18.2782068813004,24.2862650332547,30.3306599512797
"CHMP1A",1582.08796738089,1774.5425420469,1777.29676704269,1566.84851210258,1754.68264865265,1469.35197097311
"MIR6768",0,0,3.93860779400042,4.06182375140008,4.04771083887579,5.61678887986661
"ST3GAL1P1",7.88415930588483,2.85602340458192,0.984651948500105,0,2.02385541943789,1.12335777597332
"FBXO6",164.691327722928,168.505380870333,201.853649442522,177.704789123754,266.136987656083,184.230675259625
"ZMYND10",24.5284956183084,24.75220283971,2.95395584550032,28.4327662598006,24.2862650332547,32.5773755032264
"DRICH1",9.63619470719257,3.80803120610923,0,8.12364750280017,5.05963854859473,17.9737244155732
"MAK16",495.826018570091,530.26834545071,486.418062559052,512.805248614261,580.846505378675,565.048961314581
"CCDC90B",886.529913061717,724.477936962281,759.166652293581,825.565677472067,938.056986909463,818.927818684552
"ACOT8",380.19168208378,416.979417068961,388.937519657542,369.625961377408,390.604095951513,297.68981063293
"RPL14P1",241.780885380468,274.178246839865,364.321220945039,369.625961377408,329.888433368376,305.553315064744
"ZNF491",8.7601770065387,1.90401560305462,9.84651948500105,2.03091187570004,0,5.61678887986661
"IKBKGP1",21.9004425163468,25.7042106412373,22.6469948155024,38.5873256383008,32.3816867110063,29.2073021753064
"FBLL1",1.75203540130774,1.90401560305462,5.90791169100063,0,2.02385541943789,0
"SPECC1L",838.348939525754,913.927489466215,928.526787435599,835.720236850567,814.601806323752,836.901543100125
"FAM104A",391.57991219228,458.867760336162,328.873750799035,368.610505439558,359.234336950226,319.033608376424
"ADCY2",1.75203540130774,0,8.86186753650095,2.03091187570004,0,0
"PILRA",669.277523299557,811.110646901266,746.36617696308,739.251922754815,679.003493221413,616.723419009354
"RMI1",739.358939351867,633.08518801566,578.975345718062,645.829976472613,520.130842795538,603.243125697674
"ZNF557",629.856726770133,495.996064595727,500.203189838054,565.608957382462,611.204336670243,617.846776785327
"C4orf45",0,1.90401560305462,0,0,0,11.2335777597332
"ETF1P2",7.00814160523096,5.71204680916385,9.84651948500105,10.1545593785002,26.3101204526926,5.61678887986661
"LGALSL-DT",0,1.90401560305462,0,0,0,11.2335777597332
"FCER1G",6195.19717902417,7378.06046183664,7802.38203991484,7951.01999336566,7674.45975050849,7065.9204108722
"KRT17",0,0,1.96930389700021,0,0,31.454017727253
"DOK3",2134.85513649348,2691.3260549177,2613.26627131928,2785.39563752261,2667.44144281914,2501.71776709259
"KTN1-AS1",41.1728319307319,16.1841326259642,20.6776909185022,15.2318390677503,16.1908433555031,19.0970821915465
"PDCD4-AS1",56.9411505425016,27.6082262442919,45.2939896310048,77.1746512766016,41.4890360984768,57.2912465746395
"LINC00477",0.87601770065387,4.76003900763654,1.96930389700021,2.03091187570004,0,20.2204399675198
"TBC1D13",1318.40663948407,1552.72472429104,1460.23883962566,1301.81451232373,1338.78035995817,1406.4439355186
"ELOF1",635.112832974056,892.031310031087,876.340234165094,849.936619980467,872.281685777732,920.030018522151
"POLE4",388.951859090318,375.091073801759,430.292901494546,496.55795360866,398.699517629265,432.492743749729
"ZNF696",270.689469502046,362.714972381904,293.426280653031,349.316842620407,346.07927672388,348.24091055173
"ZNF773",191.847876443198,139.945146824514,143.759184481015,141.148375361153,107.264337230208,150.529941980425
"BNIP3",203.236106551698,223.721833358917,163.452223451017,246.755792897555,221.612168428449,213.437977434931
"FAM225A",3.50407080261548,5.71204680916385,3.93860779400042,2.03091187570004,2.02385541943789,0
"MIR589",0.87601770065387,2.85602340458192,11.8158233820013,7.10819156495015,7.08349396803262,19.0970821915465
"TMEM87A",1137.07097544872,989.136105786873,1034.86919787361,1052.01235161262,1234.55180585711,1121.11106042138
"RPSAP54",18.3963717137313,18.0881482290188,12.8004753305014,17.2627509434504,5.05963854859473,5.61678887986661
"C19orf12",506.338230977937,527.412322046128,527.773444396056,418.367846394209,531.262047602447,465.070119252956
"HIRIP3",901.422213972833,1055.77665189378,1145.15021610562,1161.68159290042,1133.35903488522,1059.32638274284
"MBLAC2",371.431505077241,286.55434825972,340.689574181036,366.579593563858,381.496746564043,370.708066071196
"DUOX1",20.148407115039,12.376101419855,4.92325974250053,20.3091187570004,16.1908433555031,25.8372288473864
"RUFY2",356.539204166125,226.577856763499,278.65650142553,349.316842620407,373.401324886291,270.729224009571
"SEPTIN7P3",40.296814230078,151.369240442842,100.434498747011,21.3245746948504,106.252409520489,32.5773755032264
"EEF1GP7",9.63619470719257,5.71204680916385,3.93860779400042,9.13910344065019,17.2027710652221,10.1102199837599
"ZNF273",203.236106551698,194.209591511571,154.590355914517,187.859348502254,190.242409427162,269.605866233597
"CLIC4P3",14.8923009111158,1.90401560305462,0.984651948500105,3.04636781355006,2.02385541943789,1.12335777597332
"TSC22D2",717.45849683552,710.197819939372,728.642441890078,599.119003331512,719.480601610171,663.904445600234
"MSRA",576.419647030247,658.789398656897,669.563324980072,612.319930523563,587.929999346708,540.335090243168
"PKD1P3",192.723894143851,262.754153221537,200.868997494021,216.292114762054,190.242409427162,155.023373084319
"LINC01145",209.368230456275,198.969630519207,173.298742936019,201.060275694304,237.803011783952,230.288344074531
"TIE1",1.75203540130774,3.80803120610923,2.95395584550032,7.10819156495015,6.07156625831368,6.74014665583994
"LINC01503",275.069558005315,386.515167420087,374.16774043004,232.539409767655,292.447108108775,372.954781623143
"SYTL4",20.148407115039,26.6562184427646,8.86186753650095,14.2163831299003,14.1669879360652,3.37007332791997
"MDC1",1474.33779020046,1554.62873989409,1387.37459543665,1407.42192986013,1405.56758879962,1331.17896452839
"KCTD16",3.50407080261548,1.90401560305462,3.93860779400042,2.03091187570004,0,0
"NHLRC4",14.8923009111158,34.2722808549831,21.6623428670023,11.1700153163502,8.09542167775157,24.7138710714131
"ZNF487",50.8090266379245,11.4240936183277,29.5395584550032,39.6027815761508,40.4771083887578,53.9211732467195
"FNDC10",306.606195228855,412.219378061324,373.18308848154,428.522405772709,403.75915617786,388.68179048677
"ZC3H12A-DT",95.4859293712719,108.528889374113,90.5879792620097,90.3755784686519,132.562529973182,135.926290892772
"HSPB1P2",0.87601770065387,0,0.984651948500105,2.03091187570004,7.08349396803262,0
"GLRX3",1177.3677896788,1223.33002496259,1091.97901088662,1008.34774628507,1090.85807107702,1154.81179370058
"SNORD82",0,0.952007801527308,0.984651948500105,3.04636781355006,1.01192770971895,4.49343110389329
"B3GNT7",268.937434100738,318.922613511648,317.057927417034,318.853164484907,348.103132143318,347.117552775757
"SUGT1-DT",14.0162832104619,5.71204680916385,23.6316467640025,20.3091187570004,34.4055421304442,15.7270088636265
"RNU6-1176P",3.50407080261548,0,0,8.12364750280017,6.07156625831368,0
"SAMD14",3.50407080261548,0,0,6.09273562710012,8.09542167775157,0
"VKORC1",106.874159479772,109.48089717564,71.8795922405077,115.761976914902,145.717590199528,93.2386954057858
"ZNF416",148.046991410504,102.816842564949,170.344787090518,133.024727858353,131.550602263463,77.5116865421593
"RPS12P20",5.25610620392322,9.52007801527308,24.6162987125026,22.3400306327005,28.3339758721305,14.6036510876532
"ZNF837",26.2805310196161,33.3202730534558,72.8642441890078,66.0046359602513,56.667951744261,57.2912465746395
"METTL14",1195.76416139253,975.80799656549,919.664919899098,963.66768501967,951.21204713581,934.633669609804
"VSIG2",0,0.952007801527308,1.96930389700021,2.03091187570004,2.02385541943789,6.74014665583994
"ZNF385C",12.2642478091542,17.1361404274915,1.96930389700021,8.12364750280017,2.02385541943789,4.49343110389329
"ALG1L13P",18.3963717137313,24.75220283971,21.6623428670023,8.12364750280017,18.214698774941,14.6036510876532
"OLIG2",0,0,1.96930389700021,0,0,11.2335777597332
"CORO1B",7277.95505703236,8719.43945418861,8719.09300396843,8097.24564841607,8195.60252101374,6998.5189443138
"ZFP69B",84.0976992627716,62.8325149008023,105.357758489511,87.3292106551018,48.5725300665094,60.6613199025594
"RN7SL382P",0,9.52007801527308,0,8.12364750280017,6.07156625831368,11.2335777597332
"CCNYL1",442.388938830205,472.195869557545,449.985940464548,365.564137626007,395.663734500108,469.563550356849
"OSBPL2",1168.60761267226,1149.07341644346,1134.31904467212,1101.76969256727,993.713010944005,1128.97456485319
"CEP250-AS1",90.2298231673487,53.3124368855292,44.3093376825047,69.0510037738014,87.0257830358294,86.4985487499458
"MIR4322",8.7601770065387,1.90401560305462,1.96930389700021,10.1545593785002,7.08349396803262,10.1102199837599
"STAU2-AS1",11.3882301085003,6.66405461069115,7.87721558800084,12.1854712542002,19.22662648466,13.4802933116799
"SGO1-AS1",6.13212390457709,0,1.96930389700021,7.10819156495015,8.09542167775157,5.61678887986661
"TTLL1-AS1",7.88415930588483,0,0,3.04636781355006,18.214698774941,2.24671555194665
"SUMO2P15",0,1.90401560305462,3.93860779400042,18.2782068813004,1.01192770971895,0
"HINT1",3539.11151064164,3985.10465719331,4138.49213954594,3688.13596627128,3727.9416826046,3640.80255192954
"KIAA1522",50.8090266379245,53.3124368855292,55.1405091160059,39.6027815761508,25.2981927429737,53.9211732467195
"AK3P3",26.2805310196161,1.90401560305462,9.84651948500105,27.4173103219506,27.3220481624115,12.3569355357065
"CARNMT1-AS1",11.3882301085003,11.4240936183277,5.90791169100063,10.1545593785002,0,2.24671555194665
"IL6ST-DT",4.38008850326935,0,13.7851272790015,20.3091187570004,2.02385541943789,17.9737244155732
"PARP3",128.774601996119,110.432904977168,121.112189665513,119.823800666302,129.526746844025,183.107317483652
