"","WT_V_1","WT_V_2","WT_V_3","C08_V_1","C08_V_2","C08_V_3"
"ZNF433-AS1",52.5610620392322,52.3604290840019,54.1558571675058,77.1746512766016,109.288192649646,61.7846776785327
"PLPPR2",63.0732744470787,81.8726709313485,66.9563324980072,97.483770033602,122.443252875992,90.9919798538391
"MIR1183",0,0,0,4.06182375140008,1.01192770971895,5.61678887986661
"CMTM8",12.2642478091542,19.0401560305462,17.7237350730019,27.4173103219506,29.3459035818494,42.6875954869863
"LINC00562",19.2723894143851,26.6562184427646,13.7851272790015,41.6336934518509,30.3578312915684,43.8109532629596
"PPM1D",776.151682779329,714.005851145481,606.545600276065,617.397210212813,582.870360798113,578.529254626261
"CNTROB",680.665753408057,906.311427053997,804.460641924586,972.80678846032,870.257830358294,957.100825129271
"TOMM22",1317.53062178342,1355.65910937489,1349.95782139364,1267.28901043683,1132.3471071755,1176.15559144407
"MBOAT4",0,0,0,1.01545593785002,4.04771083887579,5.61678887986661
"KIF5A",15.7683186117697,9.52007801527308,3.93860779400042,1.01545593785002,0,4.49343110389329
"RFPL1S",162.063274620966,167.553373068806,210.715516979023,124.901080355553,106.252409520489,164.010235292105
"LNCARSR",10.5122124078464,7.61606241221846,7.87721558800084,0,4.04771083887579,0
"PPM1F",3139.64743914347,3139.72172943706,3425.60412883187,2845.30753785576,3036.79505686656,2954.43095080984
"ZNF883",70.9574337529635,33.3202730534558,62.0330727555066,78.1901072144516,80.9542167775157,105.595630941492
"ZNF184",222.508495966083,167.553373068806,145.728488378016,114.746520977052,149.765301038404,126.939428684985
"MSRB2",210.244248156929,284.650332656665,256.009506610027,282.296750722306,355.18662611135,312.293461720584
"RN7SL337P",0,0,0.984651948500105,7.10819156495015,3.03578312915684,3.37007332791997
"TNRC6B",3976.24434326792,3290.13896207838,3104.60759362083,2889.98759912116,3126.85662303154,3194.82951486813
"GFOD2",393.331947593588,356.050917771213,314.103971571534,308.698605106406,285.363614140743,266.235792905677
"CENPH",291.713894317739,239.905965984882,278.65650142553,318.853164484907,333.936144207252,349.364268327703
"STAR",7.00814160523096,6.66405461069115,10.8311714335012,17.2627509434504,20.2385541943789,23.5905132954398
"PRMT6",908.430355578064,929.159614290652,786.736906851584,669.185463043164,770.076987096118,812.187672028712
"FAM167A",16.6443363124235,46.6483822748381,29.5395584550032,5.0772796892501,2.02385541943789,26.9605866233597
"H2AZ2",5090.53885849964,4677.21432890366,4553.03060986449,4505.57799624054,4211.64312785025,4381.09532629596
"PAIP2",1241.31708182653,1049.11259728309,1175.67442650913,890.554857494468,934.009276070587,1154.81179370058
"DEGS2",39.4207965294242,39.0323198626196,81.7261117255087,35.5409578247507,24.2862650332547,28.0839443993331
"DNM3OS",0,0,0,4.06182375140008,4.04771083887579,2.24671555194665
"GOLGA8Q",120.890442690234,69.4965695114935,53.1712052190057,118.808344728452,138.634096231496,112.335777597332
"HOXB7",0,0,0,4.06182375140008,4.04771083887579,2.24671555194665
"PRR29",0,0,0,4.06182375140008,4.04771083887579,2.24671555194665
"DPEP3",0,0,0,10.1545593785002,2.02385541943789,0
"RNU4-1",0,0,0,10.1545593785002,2.02385541943789,0
"MIR5187",0,3.80803120610923,0,10.1545593785002,9.10734938747052,5.61678887986661
"ZNF233",63.9492921477325,60.9284992977477,49.2325974250053,94.4374022200519,90.0615661649862,77.5116865421593
"DDX17",30690.4041247077,26079.3017150391,26749.0548329539,29747.7816993164,30127.1117737525,31138.3541922045
"YTHDF1",1830.87699436659,1853.55918957367,1793.05119821869,1950.69085660989,1973.25903395195,2150.10678321294
"NLGN3",250.541062387007,187.54553690088,178.222002678519,299.559501665756,239.82686720339,259.495646249838
"C14orf28",117.386371887619,89.4887333435669,112.250322129012,141.148375361153,145.717590199528,150.529941980425
"RSPH6A",0,0,0,5.0772796892501,3.03578312915684,2.24671555194665
"MAGEB17",0,0,0,2.03091187570004,10.1192770971895,0
"WDR70",1254.45734733634,1294.73061007714,1181.58233820013,1164.72796071397,1092.88192649646,1041.35265832727
"TESPA1",15.7683186117697,26.6562184427646,13.7851272790015,21.3245746948504,40.4771083887578,52.7978154707462
"ELMO1-AS1",0,0,0,3.04636781355006,5.05963854859473,2.24671555194665
"SPNS2",239.152832278507,257.9941142139,263.886722198028,345.255018869007,274.232409333834,329.143828360184
"MACORIS",18.3963717137313,10.4720858168004,16.7390831245018,50.772796892501,24.2862650332547,22.4671555194665
"ADAMTSL2",32.4126549241932,33.3202730534558,41.3553818370044,17.2627509434504,19.22662648466,19.0970821915465
"MAGEH1",211.120265857583,174.217427679497,238.285771537026,127.947448169103,181.135060039691,158.393446412238
"ARHGAP15",1145.83115245526,931.063629893707,1001.39103162461,938.281286573419,908.711083327614,814.434387580659
"BMPR1A",972.379647725796,743.518092992827,765.074563984582,714.880980246415,671.91999925338,722.319049950846
"ZNF346-IT1",12.2642478091542,1.90401560305462,3.93860779400042,14.2163831299003,13.1550602263463,28.0839443993331
"HFE",954.859293712719,852.998990168468,1147.11952000262,816.426574031417,794.363252129373,909.919798538391
"ZNF140",86.7257523647332,80.9206631298212,74.833548086008,60.9273562710013,40.4771083887578,56.1678887986661
"NKAPL",0,0,0,3.04636781355006,0,8.98686220778658
"MLC1",18.3963717137313,9.52007801527308,15.7544311760017,38.5873256383008,22.2624096138168,31.454017727253
"LEF1",0,1.90401560305462,0,4.06182375140008,4.04771083887579,10.1102199837599
"UPK3B",7.00814160523096,1.90401560305462,5.90791169100063,6.09273562710012,18.214698774941,23.5905132954398
"MPHOSPH10P3",3.50407080261548,7.61606241221846,1.96930389700021,3.04636781355006,6.07156625831368,41.5642377110129
"MIR425",0,0,0,4.06182375140008,0,7.86350443181326
"SCARA3",0,0,0,4.06182375140008,0,7.86350443181326
"LSM12P1",264.557345597469,179.929474488661,294.410932601531,193.952084129354,188.218554007724,177.490528603785
"RNU5E-4P",0,0,1.96930389700021,15.2318390677503,6.07156625831368,0
"FTLP15",9.63619470719257,12.376101419855,20.6776909185022,8.12364750280017,2.02385541943789,2.24671555194665
"RHBDD3",382.819735185741,429.355518488816,517.926924911055,568.655325196012,506.975782569192,527.978154707462
"MELTF-AS1",0,0,0.984651948500105,1.01545593785002,6.07156625831368,6.74014665583994
"MKLN1-AS",76.2135399568867,80.9206631298212,60.0637688585064,78.1901072144516,131.550602263463,113.459135373306
"RAB1AP1",0,0,0,0,4.04771083887579,7.86350443181326
"RRAS",36.7927434274626,59.9764914962204,72.8642441890078,78.1901072144516,128.514819134306,66.278108782426
"INSIG1",4040.19363541565,3584.30937275031,3526.03862757888,3004.73412009821,3618.65348995495,3374.56675902386
"XRCC1",399.464071498165,416.979417068961,488.387366456052,480.31065860306,598.049276443897,495.400779204235
"TCEAL9",343.398938656317,286.55434825972,205.792257236522,344.239562931157,402.747228468141,326.897112808237
"ISCA1P1",9.63619470719257,7.61606241221846,9.84651948500105,4.06182375140008,1.01192770971895,0
"ADAMTSL4-AS2",17.5203540130774,25.7042106412373,22.6469948155024,45.6955172032509,34.4055421304442,41.5642377110129
"SIGLEC17P",3.50407080261548,12.376101419855,3.93860779400042,21.3245746948504,13.1550602263463,21.3437977434931
"COL3A1",3.50407080261548,0,1.96930389700021,0,10.1192770971895,104.472273165519
"PPM1G",4695.45487550475,5869.12809641585,5725.75108052811,5064.07876205805,4569.86553709076,4967.48808535403
"IGSF10",32.4126549241932,28.5602340458192,50.2172493735054,44.6800612654009,61.7275902928557,83.1284754220259
"CDKN2B-AS1",161.187256920312,132.329084412296,151.636400069016,209.183923197104,213.516746750698,165.133593068078
"CYP51A1P3",2.62805310196161,0,0,10.1545593785002,9.10734938747052,2.24671555194665
"POT1",621.096549763594,515.988228427801,655.77819770107,415.321478580659,583.882288507832,474.056981460742
"IPO7P2",2.62805310196161,7.61606241221846,0.984651948500105,0,0,0
"SDHAP4",609.708319655094,604.52495396984,588.821865203063,700.664597116514,721.504457029609,663.904445600234
"SIAH2-AS1",0,0.952007801527308,1.96930389700021,5.0772796892501,6.07156625831368,8.98686220778658
"TMEM251",346.026991758279,300.834465282629,282.59510921953,275.188559157356,236.791084074233,231.411701850504
"OR51R1P",20.148407115039,0,10.8311714335012,2.03091187570004,1.01192770971895,2.24671555194665
"DDR2",16.6443363124235,20.9441716336008,6.89256363950074,22.3400306327005,32.3816867110063,41.5642377110129
"USP53",2269.76186239418,1794.53470587898,1913.1787359357,2139.56566104999,2305.17132273976,2306.25351407323
"FAM161B",52.5610620392322,59.9764914962204,38.4014259915041,33.5100459490507,22.2624096138168,30.3306599512797
"MTAPP2",0,0,0,5.0772796892501,0,6.74014665583994
"LONRF1",343.398938656317,257.042106412373,242.224379331026,345.255018869007,351.138915272474,359.474488311463
"WNT16",0,1.90401560305462,1.96930389700021,4.06182375140008,4.04771083887579,15.7270088636265
"CD40",1138.82301085003,1260.45832922216,1213.09120055213,1404.37556204658,1311.45831179575,1342.41254228812
"UBE2V1P1",4.38008850326935,0.952007801527308,1.96930389700021,8.12364750280017,9.10734938747052,13.4802933116799
"KCNB1",8.7601770065387,5.71204680916385,3.93860779400042,20.3091187570004,16.1908433555031,14.6036510876532
"BCCIP",1192.26009058992,1094.8089717564,1077.20923165912,1280.48993762888,1205.20590227526,1312.08188233684
"MTIF2",1871.17380859667,1697.42991012319,2005.73601909471,2111.13289479019,2021.83156401845,2084.95203220649
"MIR5586",0,0,0,0,5.05963854859473,6.74014665583994
"LBX2",12.2642478091542,17.1361404274915,11.8158233820013,6.09273562710012,5.05963854859473,0
"UBE2V1P2",7.88415930588483,35.2242886565104,56.125161064506,9.13910344065019,17.2027710652221,14.6036510876532
"SNORA66",15.7683186117697,19.9921638320735,10.8311714335012,19.2936628191504,50.5963854859473,29.2073021753064
"PSD4",4520.25133537397,5601.61390418668,5415.58571675058,4624.386340969,4866.36035603841,4488.9376727894
"RNF114",2296.91841111445,2262.92254423041,2314.91673092375,2582.3044499526,2450.88891293929,2502.84112486856
"ZNF132",19.2723894143851,13.3281092213823,9.84651948500105,4.06182375140008,5.05963854859473,4.49343110389329
"DCTN1-AS1",7.88415930588483,5.71204680916385,6.89256363950074,22.3400306327005,18.214698774941,13.4802933116799
"CLCN2",28.9085841215777,42.8403510687289,43.3246857340046,53.8191647060511,46.5486746470715,95.4854109577324
"KCNK6",2941.6674387957,3031.19284006295,2572.89554143078,3254.53628080932,2978.10324970286,3258.86090809861
"IGSF6",7111.51169390812,6483.17312840097,5952.22102868314,6937.59496739134,7009.62324522314,7546.71753898878
"COX7A2",1681.07796755478,1919.24772787905,1937.79503464821,1925.30445816364,2086.59493744047,2195.04109425187
"LINC00656",1.75203540130774,0,0,1.01545593785002,16.1908433555031,2.24671555194665
"MIR378H",2.62805310196161,2.85602340458192,8.86186753650095,1.01545593785002,0,0
"CDH26",82.3456638614638,56.1684602901112,100.434498747011,121.854712542003,126.490963714868,101.102199837599
"TET2",3262.28991723501,3085.45728475,3151.87088714884,2865.61665661276,2960.90047863764,2880.2893375956
"HCG14",0,2.85602340458192,0,7.10819156495015,11.1312048069084,3.37007332791997
"CCDC51",354.787168764818,498.852088000309,502.172493735054,400.089639512908,372.389397176572,316.786892824477
"STAT4",7.88415930588483,23.8001950381827,1.96930389700021,32.4945900112007,41.4890360984768,14.6036510876532
"TRIM69",555.395222214554,546.452478076675,519.896228808056,541.238014874061,413.878433275049,381.94164383093
"SDCBP2",1.75203540130774,3.80803120610923,22.6469948155024,16.2472950056003,30.3578312915684,32.5773755032264
"IMMP1LP3",0,0,0,6.09273562710012,1.01192770971895,3.37007332791997
"EHBP1L1",8789.08559066028,9757.12795785338,10066.0968695166,11280.7000135759,10125.3486634478,9942.83967513988
"KAZALD1",5.25610620392322,7.61606241221846,7.87721558800084,7.10819156495015,20.2385541943789,30.3306599512797
"CDC25B",1047.71716998203,1326.14686752754,1246.56936680113,1399.29828235733,1464.25939596332,1282.87458016153
"FKBP3",1036.32893987353,816.82269371043,974.805429015104,1130.20245882707,1019.01120368698,1115.49427154151
"ZNF616",262.805310196161,296.074426274993,316.073275468534,214.261202886354,291.435180399056,155.023373084319
"KCNT1",0,1.90401560305462,8.86186753650095,16.2472950056003,23.2743373235358,4.49343110389329
"MAK",63.9492921477325,19.9921638320735,28.5549065065031,60.9273562710013,59.7037348734178,79.7584020941059
"CTNNAL1",297.846018222316,275.130254641392,338.720270284036,274.173103219506,213.516746750698,237.028490730371
"DUSP14",301.350089024931,230.385887969608,310.165363777533,360.486857936757,335.95999962669,349.364268327703
"APOA1-AS",18.3963717137313,9.52007801527308,9.84651948500105,1.01545593785002,0,7.86350443181326
"CNTRL",3611.82097979591,3643.33385644501,3770.2323108069,3411.93195117607,3237.15674339091,3470.05216998159
"RPLP0",33404.3069613334,38522.043681001,39745.4759012068,35735.9253648179,35103.7722501502,30463.2161688446
"AEBP2",1239.56504642523,1139.55333842819,1118.56461349612,1025.61049722852,1000.79650491204,1069.4366027266
"PRKCH",92.8578762693103,122.809006397023,114.219626026012,180.751156937304,140.657951650934,132.556217564852
"RNU6-672P",0,0,0,6.09273562710012,0,5.61678887986661
"NMRAL1",860.249382042101,917.735520672325,848.769979607091,1011.39411409862,977.522167588502,990.80155840847
"AIMP1P1",3.50407080261548,0,0,7.10819156495015,11.1312048069084,5.61678887986661
"GABPB2",608.83230195444,412.219378061324,506.111101529054,576.778972698812,623.347469186871,648.177436736607
"DCBLD2",351.283097962202,258.946122015428,245.178335176526,345.255018869007,359.234336950226,367.337992743276
"LINC01409",107.750177180426,114.240936183277,82.7107636740088,120.839256604152,143.69373478009,159.516804188212
"IAH1",510.718319481206,627.373141206496,650.85493795857,644.814520534763,769.065059386399,702.098609983327
"HYI-AS1",0,0,0,0,6.07156625831368,5.61678887986661
"TIMM10B",1087.13796651145,1050.06460508462,916.710964053598,965.69859689537,834.840360518131,851.505194187779
"TMEM198",7.00814160523096,1.90401560305462,9.84651948500105,7.10819156495015,26.3101204526926,22.4671555194665
"AP3S2",578.171682431554,573.108696519439,543.527875572058,690.510037738014,616.263975218838,665.027803376207
"PMEL",9.63619470719257,2.85602340458192,14.7697792275016,22.3400306327005,20.2385541943789,25.8372288473864
"NRARP",0,5.71204680916385,1.96930389700021,8.12364750280017,19.22662648466,6.74014665583994
"ADAM20P1",3.50407080261548,1.90401560305462,3.93860779400042,20.3091187570004,14.1669879360652,2.24671555194665
"TPBG",12.2642478091542,8.56807021374577,5.90791169100063,18.2782068813004,16.1908433555031,31.454017727253
"LINC01473",4.38008850326935,35.2242886565104,9.84651948500105,48.741885016801,29.3459035818494,35.9474488311463
"DCUN1D2-AS",7.00814160523096,1.90401560305462,5.90791169100063,15.2318390677503,11.1312048069084,19.0970821915465
"CMPK1",4517.62328227201,3967.96851676582,3592.01030812838,3453.56564462792,3871.63541738469,3479.03903218938
"BRD7P3",2.62805310196161,0,0.984651948500105,2.03091187570004,10.1192770971895,11.2335777597332
"CXCR3",353.911151064164,541.692439069038,398.784039142543,357.440490123207,312.685662303154,365.09127719133
"VSTM1",7.00814160523096,1.90401560305462,1.96930389700021,0,0,0
"LINC00899",1.75203540130774,0,0,1.01545593785002,13.1550602263463,4.49343110389329
"OXCT2",7.00814160523096,17.1361404274915,5.90791169100063,13.2009271920503,18.214698774941,44.9343110389329
"FAM83B",14.0162832104619,6.66405461069115,13.7851272790015,0,1.01192770971895,6.74014665583994
"CYP4F3",9.63619470719257,5.71204680916385,18.708387021502,34.5255018869007,36.4293975498821,11.2335777597332
"ICAM1",1780.06796772866,2106.79326477993,2039.21418534372,1884.68622064964,1670.69264874598,1716.49068168724
"RP9P",66.5773452496941,93.2967645496762,45.2939896310048,87.3292106551018,121.431325166274,103.348915389546
"ZBTB44-DT",0,0,1.96930389700021,12.1854712542002,4.04771083887579,2.24671555194665
"METTL7B",54.31309744054,79.9686553282938,29.5395584550032,39.6027815761508,33.3936144207252,6.74014665583994
"FAM118A",865.505488246024,1025.31240224491,834.984852328089,960.62131720612,1224.43252875992,998.665062840284
"RPS27AP16",384.571770587049,448.395674519362,417.492426164045,369.625961377408,342.031565885004,323.527039480317
"KLRC4-KLRK1",6.13212390457709,0.952007801527308,23.6316467640025,0,3.03578312915684,2.24671555194665
"RPS6",26074.6668599625,29739.7717119116,32460.0361342545,32894.6796507136,32857.2927345742,31099.0366700455
"LINC01588",63.9492921477325,66.6405461069115,92.5572831590099,45.6955172032509,45.5367469373526,51.6744576947728
"MTCO1P11",9.63619470719257,5.71204680916385,17.7237350730019,40.6182375140008,34.4055421304442,7.86350443181326
"PML",1361.33150681611,1616.50924699337,1507.50213315366,1686.67231276888,1738.49180529715,1610.89505074574
