"","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3"
"CHMP3",1558.42923267878,1621.45850515416,1638.87834618061,1538.06049682737,1481.64729491115,1381.10654005186
"LRRN2",61.5169433952151,37.7815574016502,50.9307366182653,100.390648191934,55.1113443028467,71.1620996908076
"SPRYD4",510.482705718189,529.991291328705,606.621452221124,551.20148346892,723.866310747005,641.395240634253
"CTC1",763.025947024861,811.253996429879,592.069813187334,756.71818778637,952.790356312676,804.318995189523
"EDRF1-AS1",18.3471585564677,19.9402664064265,13.6421615941782,33.1478555350725,33.9146734171364,27.153959092545
"PIGQ",410.112955968101,450.230225702999,339.235084975231,430.922121955943,507.66026771276,476.598799245014
"CDH24",35.6150724919667,12.5938524672167,19.0990262318495,27.4653660147744,33.9146734171364,61.7986655209645
"C16orf89",5.39622310484343,10.494877056014,11.8232067149544,7.57665269373086,30.7351727842799,26.2176156755607
"NOP2",58.2792095323091,48.2764344576642,59.1160335747722,84.2902612177559,76.3080151885569,76.7801601927135
"SLC25A12",1111.62195959775,1021.15153755016,1229.61349835526,1066.41386664262,997.303365172667,938.216103818279
"SPDYE5",32.3773386290606,72.4146516864963,27.2843231883564,58.7190583764142,74.1883480999859,76.7801601927135
"ACSL5",814.829688831358,797.61065625706,757.594707196697,761.453595719952,638.019793659879,692.89412856839
"PIGW",860.157962912043,864.77786941555,797.611714539619,823.013898856515,736.584313278431,664.803826058861
"RHOQP2",42.0905402177788,36.7320696960488,7.27581951689505,11.3649790405963,12.7180025314262,15.9178380887333
"MRPS26",719.856162186114,655.929816000872,638.45316260754,718.834924317716,750.362149354143,809.937055691429
"PUS7L",1221.70491093655,1323.40399676336,1513.37045951417,1360.00915852469,1147.79972846121,1091.77642420371
"HPRT1",1434.31610126738,1372.72991892663,1431.5174899491,1878.06278645854,1566.43397845399,1336.16205603661
"ANKMY2",437.094071492318,557.277971674341,559.328625361307,466.911222251164,432.412086068489,430.717971812783
"NAP1L5",200.739499500176,218.29344276509,210.998765989956,221.617091291628,284.035389868517,267.794217257513
"CEP70",91.7357927823384,107.047745971342,115.503634830709,147.744727527752,126.120191769976,139.515169130662
"KIF5B",7532.04820974046,7680.15102959101,8628.21246959791,7956.43241000412,7190.9705979772,6961.71330527835
"ZMYND11",2346.27780598592,2498.83022703692,2551.99369555094,2455.78255435552,2314.67646071956,1941.03990340848
"XNDC1N",33.4565832500293,46.1774590464614,39.1075299033109,46.4069977491015,78.4276822771279,58.9896352700116
"FNBP1P1",82.0225911936202,35.6825819904474,49.1117817390416,96.6023218450685,62.5301791128452,92.6979982814468
"LGALS12",4334.24639781025,4431.98658075469,4049.9030385917,4222.08971358152,4691.88310055196,4933.59346409033
"TMC8",4018.02772386642,4120.28873219108,3681.56467554889,3989.1076432493,4382.4117056206,4366.16935339784
"WDR74",651.863751065087,700.008299636131,640.272117486764,655.38045800772,789.575990492707,832.409297699052
"LIMK1",4524.19345110073,4458.22377339473,3717.94377313337,3459.68903627486,4189.52200056063,3904.55204882458
"BTN3A1",431.697848387475,363.122746138083,461.105061883224,520.894872693997,510.839768345617,442.890436233579
"AOC3",15.1094246935616,6.29692623360837,16.3705939130139,25.5712028413417,24.3761715185668,26.2176156755607
"FGD6",601.139253879558,607.653381543208,531.134824733338,502.900322546386,576.549448091319,400.754982469285
"SPDYA",33.4565832500293,10.494877056014,20.9179811110733,42.6186714022361,37.0941740499929,36.5173932623881
"GLUD1",6851.04485390922,6884.63934874515,7340.39241510749,6956.31425443165,6362.18076634593,6435.48830493317
"RN7SL842P",5.39622310484343,9.44538935041256,21.8274585506851,19.8887133210435,31.7950063285654,26.2176156755607
"APIP",1143.99929822681,1119.80338187669,1186.8680586935,1539.00757841408,1086.32938289265,1288.40854177041
"ZSCAN25",903.327747750791,898.361475994795,833.990812124095,830.590551550246,794.875158214134,719.111744243951
"TFAM",2066.75344915503,2087.43104644118,2514.70512052685,2226.58881037016,1781.58018794395,1978.49364008785
"SUOX",861.237207533012,766.126025089019,743.952545602518,836.273041070544,949.610855679819,884.844529050174
"ERO1B",306.505472355107,391.45891418932,375.614182559707,532.259851734593,328.548398728509,448.508496735485
"GOT1-DT",72.309389604902,90.25594268172,57.2970786955485,46.4069977491015,38.1540075942785,61.7986655209645
"NAT1",277.365867588952,373.617623194097,371.976272801259,396.827184834154,373.0614075885,456.935587488344
"HSD11B2",21.5848924193737,38.8310451072516,15.461116473402,11.3649790405963,16.9573367085682,8.4270907528588
"MVD",2893.45482881705,2718.17315750761,2831.20326951178,2739.90703037042,3194.33830247653,3260.34777793937
"FBXO34",913.040949339509,881.569672705172,980.416679901607,880.785875646213,829.849665175556,763.119884842213
"PPP2R2D",770.580659371642,734.641393920977,748.499932800578,609.920541845334,705.849140494151,678.848977313625
"MIB2",639.992060234431,516.347951155887,482.023042994297,501.95324095967,734.46464618986,712.55734032506
"ELL",1462.37646141257,1408.41250091707,1235.97984043255,1112.82086439172,1125.54322403121,1403.57878205948
"ADAL",401.478999000351,317.994774797223,329.230833139501,427.133795609077,393.198244929925,416.672820558018
"DPPA2P1",4.31697848387475,7.34641393920977,14.5516390337901,13.259142214029,9.53850189856961,41.1991103473097
"PDE4DIP",368.022415750322,354.726844493272,335.597175216784,307.801515682816,327.488565184223,249.067348917827
"NIPBL-DT",619.486412436026,638.088525005648,764.870526713592,765.241922066817,730.225312012718,811.809742525397
"SEPTIN10",836.414581250732,894.163525172389,1018.61473236531,889.30960992666,689.951637329869,826.791237197146
"ECT2",892.535301541104,857.43145547634,853.999315795556,900.674588967256,614.703455685597,739.711299417605
"CDK2AP2",1429.99912278351,1377.97735745463,1298.73378376577,1257.72434715932,1736.00734553967,1643.28269680747
"DDX19B",780.29386096036,873.173771060361,795.792759660396,872.262141365766,915.696182262683,953.197598490028
"ESS2",595.743030774715,542.585143795921,571.151832076261,604.238052325036,654.977130368447,687.276068066484
"IZUMO4",49.6452525645596,33.5836065792447,51.8402140578772,64.4015478967123,54.0515107585611,86.1435943625566
"PRDX6-AS1",141.381045346898,144.829303372993,158.249074492467,261.394517933715,148.376696199972,171.350845308129
"SARNP",12.9509354516242,7.34641393920977,40.0170073429228,58.7190583764142,27.5556721514233,33.7083630114352
"SECTM1",43.1697848387475,80.8105533313074,59.1160335747722,51.1424056826833,34.9745069614219,29.9629893434979
"EML4",6096.65286385211,5880.27961448462,6540.05226824903,5862.43502177426,5831.20416065889,5669.55938984
"CCDC39",24.8226262822798,22.0392418176293,31.8317103864158,60.6132215498469,47.6925094928481,26.2176156755607
"RFNG",470.550654742347,469.121004403824,391.075299033109,419.557142915347,639.079627204164,529.97037401312
"SLC1A5",4094.6540919552,4298.70164214332,4078.09683921967,3586.59796889485,4146.06882524493,3845.56241355456
"SPDL1",818.067422694264,821.748873485893,954.951311592475,1050.31347966844,989.884530362669,888.589902718111
"UBALD2",1714.91970271924,1805.1188536344,1692.53751511771,1775.77797509317,1902.4012119925,2011.2656596823
"NCF1B",6707.50531932039,6951.80656190364,6654.64642564013,6034.80387055663,8463.8306846641,7940.19217602696
"PTTG1",486.739324056878,663.276229940082,521.130572897608,616.550112952349,671.934467077015,650.758674804096
"TMEM41A",1002.61825287991,932.994570279641,979.507202461995,838.167204243977,852.106169605552,925.107295980499
"STRBP",809.433465726515,773.472439028228,773.055823670099,759.559432546519,651.79762973559,675.103603645688
"ADAMDEC1",532.067598137562,596.109016781593,495.665204588475,515.212383173699,463.147258852769,416.672820558018
"ZNF714",1736.50459513862,1568.98411987409,1929.0016494168,2174.49932310076,1870.60620566393,1782.79786593813
"ID2-AS1",35.6150724919667,35.6825819904474,36.3790975844752,90.9198323247704,34.9745069614219,48.6898576831842
"PSME1",3084.48112672851,3199.88801437865,3048.56837757902,3600.80419269559,3180.56046640082,3280.94733311302
"MBLAC2",427.3808699036,500.605635571866,642.091072365988,465.017059077732,471.625927207053,378.282740461662
"EEF1A1P6",1006.93523136378,1110.35799252628,985.873544539279,1145.02163834008,724.926144291291,781.846753181899
"MCAT",361.54694802451,391.45891418932,333.77822033756,289.806965535206,342.326234804221,280.903025095293
"MFSD6L",35.6150724919667,32.5341188736433,37.2885750240871,37.8832634686543,62.5301791128452,65.5440391889017
"PAQR3",277.365867588952,313.796823974817,375.614182559707,276.547823321177,277.676388602804,246.258318666874
"C15orf62",89.577303540401,91.3054303873214,59.1160335747722,93.7610770849194,110.222688605693,127.342704709866
"COX7A2",2020.34593045338,2068.54026774035,2058.14744584169,2315.6144795215,2204.45377211387,2129.24493022232
"NLRP12",42.0905402177788,65.0682377472865,42.7454396617584,33.1478555350725,26.4958386071378,33.7083630114352
"PPP3R1",1653.40275932403,1540.64795182285,1637.05939130139,1720.84724306362,1874.84553984107,1685.41815057176
"TSG101",1539.00282950135,1462.98586160835,1466.98711009396,1288.03095793425,1478.46779427829,1292.15391543835
"LINC00865",15.1094246935616,12.5938524672167,10.0042518357307,34.0949371217889,19.0770037971392,21.5358985906391
"DOCK4-AS1",20.505647798405,34.633094284846,31.8317103864158,41.6715898155197,31.7950063285654,73.0347865247762
"TBC1D23",1489.35757693679,1474.53022636996,1433.33644482832,1353.37958741768,1314.19359491404,1357.69795462725
"CYP2D6",103.607483612994,95.503381209727,105.499382994978,110.808545645814,181.231536072823,118.915613957007
"HELZ2",417.667668314882,300.153483801999,299.218077632309,276.547823321177,296.753392399944,263.112500172591
"HSP90B2P",19.4264031774364,22.0392418176293,27.2843231883564,48.3011609225343,37.0941740499929,31.8356761774666
"AIP",2102.368521647,2002.42254228746,1938.09642381292,1973.71802671689,2374.02713919955,2277.18719010584
"HMMR",758.708968540987,812.30348413548,843.995063959825,1016.21854254665,821.370996821272,890.46258955208
"MYO15A",8.63395696774949,16.7918032896223,20.0085036714614,34.0949371217889,19.0770037971392,34.6447064284195
"YAE1",228.799859645362,171.066496013027,148.244822656737,240.558723025955,236.342880375669,212.549955655439
"MOSPD1",426.301625282631,364.172233843684,410.174325264958,458.387487970717,496.00209872562,442.890436233579
"AKAP10",2231.87787616324,2245.90368998699,2195.47853922308,2539.12573398656,2334.81329806098,2335.24048195887
"INE1",52.8829864274656,80.8105533313074,76.396104927398,106.073137712232,95.3850189856961,91.7616548644625
"DUSP14",461.916697774598,418.745594534957,459.286107004,345.684779151471,426.053084802776,374.537366793724
"UBQLNL",11.8716908306556,13.6433401728181,3.63790975844752,11.3649790405963,11.6581689871406,45.8808274322312
"CCDC191",98.2112605081505,104.94877056014,98.2235634780831,108.914382472381,139.898027845688,149.81494671749
"TMEM44-AS1",229.87910426633,200.452151769867,264.657934927057,275.60074173446,270.257553792806,300.566236851964
"LIN28B-AS1",7.5547123467808,17.8412909952237,9.09477439611881,28.4124476014907,29.6753392399944,14.0451512547647
"TMEM203",1068.452174759,1196.41598438559,1024.98107444259,996.329829225608,1015.32053542552,941.961477486217
"ATF3",42.0905402177788,122.790061555363,79.1245372462336,108.914382472381,115.521856327121,130.151734960819
"PPME1",491.056302540752,319.044262502824,375.614182559707,261.394517933715,306.291894298513,392.327891716426
"PTPRJ-AS1",12.9509354516242,8.39590164481116,10.0042518357307,21.7828764944762,27.5556721514233,15.9178380887333
"SIRPB2",401.478999000351,470.170492109425,437.458648453315,343.790615978038,367.762239867073,406.373042971191
"SP2",960.527712662131,1037.94334083978,909.477439611881,779.448145867563,947.491188591248,856.754226540644
"ZNF724",123.03388679043,39.880532812853,98.2235634780831,73.8723637638759,43.453175315706,49.6262011001685
"UGGT2",546.097778210155,493.259221632656,517.49266313916,664.851273874883,572.310113914177,551.506272603759
"RTRAF",2411.03248324405,2285.78422279984,2198.20697154192,2570.3794263482,2400.52297780669,2479.43736817446
"FBXO25",889.297567678198,808.105533313074,801.249624298067,674.322089742047,772.618653784139,769.674288761103
"PARP15",34.535827870998,19.9402664064265,14.5516390337901,33.1478555350725,37.0941740499929,49.6262011001685
"NACC2",82.0225911936202,104.94877056014,67.3013305312792,40.7245082288034,55.1113443028467,76.7801601927135
"OXCT1",2038.69308900985,1962.54200947461,2227.3102496095,2099.67987775017,1764.62285123538,1794.03398694194
"PALB2",1030.6786130251,980.221517031703,1129.57097999796,965.076136863969,830.909498719842,1000.01476933924
"ZNF527",141.381045346898,176.313934541034,251.015773332879,255.712028413417,222.565044299958,248.131005500842
"CSRNP1",878.505121468511,863.728381709948,843.085586520213,812.596001402635,729.165478468433,769.674288761103
"SLC35C2",4434.61614756033,4459.27326110033,4092.64847825346,4369.83444110928,5008.77333029333,4604.93692472884
"ZNF35",413.350689831007,354.726844493272,447.462900289045,344.737697564754,328.548398728509,358.619528704991
"MBD1",2940.94159213967,2427.46506305603,2352.81813627594,2335.50319284254,2457.7539891981,2217.26121141885
"BMI1",533.146842758531,720.998053748159,769.417913911651,791.760206494875,772.618653784139,777.165036096978
"CRY2",753.312745436143,711.552664397746,709.392402897267,609.920541845334,625.301791128452,689.148754900453
"ANGPT2",24.8226262822798,4.19795082240558,2.72843231883564,21.7828764944762,29.6753392399944,22.4722420076235
"PAK4",364.784681887416,359.974283021279,360.153066086305,278.441986494609,337.027067082793,303.375267102917
"AFMID",567.682670629529,690.562910285718,541.139076569069,732.094066531745,713.26797530415,625.47740254552
"PREP",1408.41423036414,1647.69569779419,1353.30243014248,1359.06207693797,1365.06560503974,1248.14577484009
"GRK2",12836.5355218016,12913.9462174252,11629.4880203171,10332.6601110755,12107.5384099177,12257.6716717416
"SEH1L",1832.55736640483,1705.41752160227,1809.86010482764,1675.38732690124,1689.37466959111,1540.28492093919
"TCF4",12614.211129882,12319.9361760548,13351.1288135024,12570.6139004862,11675.1263238492,11874.707214195
"B3GLCT",154.331980798522,157.423155840209,202.813469033449,139.220993247305,136.718527212831,127.342704709866
"RPL7P9",1883.28186359036,2048.60000133392,2007.21670922342,2556.17320254745,1984.00839490248,2044.97402269373
"VPS50",890.376812299166,956.083299802871,1070.45494642318,1193.32279926261,1084.20971580408,1000.95111275623
"CLDN9",2.15848924193737,14.6928278784195,12.7326841545663,7.57665269373086,37.0941740499929,26.2176156755607
"NPTN-IT1",135.984822242054,162.670594368216,123.688931787216,111.75562723253,100.684186707124,110.488523204149
"PMVK",1098.67102414612,1160.73340239514,1090.46345009464,1058.83721394889,960.209191122674,1008.4418600921
"PAXIP1-DT",213.6904349518,208.848053414678,165.524894009362,187.522154169839,302.052560121371,253.749066002748
"PABPC4",6920.11650965122,7186.89180795836,7033.89851795829,7281.16323867536,7582.04917581856,7490.74733587449
"ERAL1",1127.81062891228,1100.91260317586,1060.45069458745,1278.56014206708,1107.52605377836,1253.76383534199
"ATP6V0E2",462.995942395567,518.446926567089,417.450144781853,363.679329299081,446.189922144201,382.028114129599
"RAF1",2517.87770071995,2584.88821889624,2409.20573753187,2347.81525346985,2270.16345185957,2353.96735029856
"LIPE",110.082951338806,75.5631148033005,122.779454347604,127.856014206708,136.718527212831,147.005916466537
"NVL",954.052244936319,1074.67541053583,1064.0886043459,763.347758893384,960.209191122674,1004.69648642417
"PNPLA7",75.5471234678081,74.5136270976991,61.8444658936079,69.1369558302941,118.701356959977,110.488523204149
"TMPO",5415.64950802087,5381.77295432396,6074.39981916775,5637.97668572248,5253.59487902329,4662.99021658187
