"","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3"
"USP3-AS1",127.350865274305,57.7218238080767,130.964751304111,139.220993247305,152.616030377114,155.433007219396
"FBXL19",868.791919879793,891.015062055585,772.146346230487,661.062947528018,768.379319606997,786.528470266821
"SENP6",5535.44566094839,5382.82244202956,6082.58511612426,6973.36172299254,5535.51060180323,6122.74960366041
"SNHG19",203.977233363082,255.025512461139,238.283089178313,276.547823321177,280.855889235661,296.820863184027
"FCSK",929.229618654039,929.846107162836,964.046085988594,967.917381624118,1077.85071453837,1118.93038329625
"ZBTB25",618.407167815057,488.011783104649,578.427651593156,697.999129409956,624.241957584167,632.03180646441
"MYLK",38.8528063548727,68.2167008640907,63.6634207728316,67.2427926568614,109.162855061408,81.461877277635
"SPATC1",29.1396047661545,30.4351434624405,14.5516390337901,39.777426642087,55.1113443028467,35.5810498454038
"HS1BP3",536.384576621437,662.22674223448,659.371143718613,571.090196789964,443.010421511344,562.742393607571
"CETN3",317.297918564794,435.537397824579,398.351118550004,513.318220000266,505.54060062419,379.219083878646
"NDUFB3",943.259798726632,1070.47745971342,966.774518307429,1301.29010014828,1105.40638668979,989.714991752416
"FGD2",5413.49101877893,5748.04416357884,5371.37375834777,5432.45998140503,6272.09491508166,6148.03087591898
"USP49",225.562125782455,244.530635405125,287.394870917354,360.838084538932,281.915722779946,291.202802682121
"PITPNA",4450.80481687486,4390.00707253064,4471.90057057162,3948.3831350205,4087.77798030922,4364.29666656387
"USP14",2570.76068714741,2658.35235828833,3020.37457695106,2779.68445701251,2377.2066398324,2293.10502819458
"IGF2BP2",42.0905402177788,33.5836065792447,79.1245372462336,88.0785875646213,89.0260177199831,65.5440391889017
"MDH2",4067.67297643098,4258.82110933046,3843.45165979981,3291.10851383934,3998.75196258924,3836.19897938472
"MYORG",64.7546772581212,119.641598438559,67.3013305312792,44.5128345756688,78.4276822771279,37.4537366793724
"RFK",725.252385290957,718.899078336956,696.659718742701,625.073847232796,654.977130368447,605.814190788849
"SLC37A4",764.10519164583,921.450205518025,867.641477389734,925.298710221882,986.705029729812,972.860810246699
"STX3",2688.398350833,2493.58278850892,2691.14374381155,2370.54521155104,2570.09634489237,2292.16868477759
"TARS1-DT",49.6452525645596,46.1774590464614,59.1160335747722,34.0949371217889,23.3163379742813,37.4537366793724
"DEPDC5",543.939288968218,596.109016781593,552.962283284023,626.968010406229,710.088474671293,610.495907873771
"CELA1",59.3584541532778,35.6825819904474,41.8359622221465,89.0256691513376,55.1113443028467,67.4167260228704
"ARHGAP18",4379.57467189093,4043.67612968218,4840.23893361443,4428.55349948569,3698.81906955644,3956.05093675871
"CXCL10",62.5961880161838,45.12797134086,58.2065561351604,39.777426642087,36.0343405057074,28.0903025095293
"MMP21",12.9509354516242,31.4846311680419,15.461116473402,29.3595291882071,31.7950063285654,51.4988879341371
"NARF-IT1",20.505647798405,36.7320696960488,46.3833494202059,83.3431796310395,46.6326759485626,44.9444840152469
"CCT2",4554.41230048786,4884.31578186889,4962.10891052242,4808.33321575895,4196.94083537063,4303.43434445989
"GTF3C2",2259.93823630843,2368.69375154235,2138.18146052753,1902.68690771316,2013.68373414247,2236.92442317552
"WWP1",1499.07077852551,1511.26229606601,1444.25017410367,1449.03482767603,1199.7315721312,1356.76161121027
"PECR",447.886517702005,604.504918426404,634.815252849093,671.480844981898,665.575465811302,645.14061430219
"GUSBP1",352.91299105676,338.984528909251,420.178577100689,429.975040369226,456.788257587056,430.717971812783
"LYG1",31.2980940080919,31.4846311680419,10.9137292753426,38.8303450553707,49.8121765814191,43.0717971812783
"SBSPON",36.6943171129353,15.7423155840209,16.3705939130139,71.9782005904432,13.7778360757117,50.5625445171528
"CABP4",42.0905402177788,58.7713115136781,78.2150598066217,102.284811365367,92.2055183528396,72.0984431077919
"GPR82",2687.31910621203,2878.74477646463,3233.19229782024,2954.89455055504,2507.56616577952,2492.54617601224
"CMTM1",176.996117838865,203.600614886671,137.331093381394,91.8669139114867,163.214365819969,127.342704709866
"NDUFB10",1238.97282487205,1154.43647616153,1145.94157391097,1302.23718173499,1280.2789214969,1325.86227844978
"ZNF652-AS1",70.1509003629646,112.295184499349,86.4003567631287,80.5019348708904,36.0343405057074,59.9259786869959
"PNPLA4",206.135722605019,211.996516531482,224.640927584135,155.321380221483,178.052035439966,179.777936060988
"DTX3L",2495.2135636796,2590.13565742424,2706.60486028496,2595.00354760282,2199.15460439244,2322.13167412109
"MAGEF1",1806.65549550158,1880.6819684377,2179.10794531007,1864.80364424451,1655.45999617397,1772.4980883513
"LINC00852",45.3282740806848,93.4044057985242,68.210807970891,75.7665269373086,96.4448525299816,136.706138879709
"PPARD",6347.03761591685,6238.1549220947,6007.09848863647,6176.86610856409,6629.25881950588,7222.95311861697
"ZNF790-AS1",25.9018709032485,43.0289959296572,37.2885750240871,71.0311190037268,61.4703455685597,40.2627669303254
"FAM72B",267.652666000234,223.540881293097,327.411878260277,353.261431845202,286.155056957088,375.473710210709
"ATP5ME",94.9735266452444,121.740573849762,116.413112270321,161.950951328497,131.419359491404,147.942259883521
"FXR2",1057.65972854931,1058.93309495181,1189.59649101234,1029.47768476068,925.234684161253,998.142082505275
"ACACB",169.441405492084,177.363422246636,170.072281207422,144.903482767603,150.496363288543,98.3160587833526
"AMD1P1",28.0603601451859,11.5443647616154,18.1895487922376,35.9891002952216,42.3933417714205,29.0266459265136
"BBOX1-AS1",7.5547123467808,12.5938524672167,8.18529695650693,22.7299580811926,33.9146734171364,9.36343416984311
"GUSBP14",31.2980940080919,47.2269467520628,31.8317103864158,23.6770396679089,20.1368373414247,17.7905249227019
"GPT",104.686728233963,101.800307443335,78.2150598066217,128.803095793425,114.462022782835,141.387855964631
"TDP2",1436.47459050932,1413.65993944508,1452.43547106017,1378.95079025902,1219.86840947262,1298.70831935724
"PRELID1P6",137.064066863023,193.105737830657,96.4046085988594,214.040438597897,183.351203161394,175.096218976066
"TNFRSF21",38.8528063548727,71.3651639808949,73.6676726085623,31.2536923616398,44.5130088599915,39.326423513341
"TARDBP",6011.39253879558,5964.23863093273,6483.6646669931,7108.79438989298,6334.62509419451,6415.8250931765
"ARG2",260.097953653453,272.866803456363,229.188314782194,191.310480516704,190.770037971392,231.276823995125
"PRKAB2",705.825982113521,700.008299636131,841.26663164099,668.639600221749,621.06245695131,673.23091681172
"ARPC3P3",263.33568751636,204.650102592272,193.718694637331,324.848984243711,229.983879109956,276.221308010372
"GCLC",4130.26916444716,3818.03627297788,4404.59924004034,3777.90844941155,3876.8711049964,3787.50912170154
"RPL18",13126.8523248421,13397.7600497074,12047.8476425386,12326.2668511134,14667.0364193672,14798.907705437
"DNMT3B",711.222205218364,698.958811930529,733.038816327176,823.960980443231,792.755491125563,796.828247853648
"RAP1A",10185.9107327025,9793.81926867222,11209.3094432164,10177.338730854,9279.90251376395,9591.90196358728
"VDAC1",5590.4871366178,5705.01516764919,5664.22549390279,5931.57197760455,6205.32540179168,5906.45427433703
"ANKRD22",55.041475669403,121.740573849762,109.137292753426,167.633440848795,99.6243531628382,145.133229632568
"TTI2",270.89039986314,350.528893670866,398.351118550004,271.812415387595,315.830396197083,236.894884497031
"SMG5",4905.16680230268,4837.08883511683,4659.25292313166,4386.88190967017,4539.26707017485,4559.99244071359
"MRPL58",849.365516702356,792.363217729054,683.927034588134,901.621670553973,826.6701645427,916.68020522764
"RHOBTB3",1090.03706717837,995.963832615724,1147.76052879019,919.616220701584,937.952686692679,1026.2323850148
"CAMK2D",1540.08207412232,1395.81864844986,1607.9561132338,1378.0037086723,1411.6982809883,1323.98959161582
"COX8A",795.403285653922,858.480943181941,701.20710594076,932.875362915613,941.132187325535,810.873399108413
"CAPN2",53.9622310484343,24.1382172288321,43.6549171013703,65.3486294834287,61.4703455685597,65.5440391889017
"COLGALT2",53.9622310484343,40.9300205184544,54.5686463767128,68.1898742435778,83.7268499985555,70.2257562738233
"LINC01191",15.1094246935616,15.7423155840209,17.2800713526257,21.7828764944762,41.333508227135,29.0266459265136
"RGPD2",39.9320509758414,19.9402664064265,53.659168937101,56.8248952029815,66.7695132899873,61.7986655209645
"BCLAF3",700.429759008678,578.267725786369,673.922782752404,798.38977760189,722.80647720272,715.366370576013
"RSL24D1",3317.59796485774,3377.25143662529,3635.18132612869,4439.91847852629,3547.26287272361,3441.99840083433
"ZCCHC9",976.716381976661,903.608914522801,1023.16211956337,1319.28465029589,979.286194919814,1027.16872843179
"IFNGR2",3588.48836472088,3341.56885463484,3382.34659791658,3698.35359612738,3714.71657272072,3651.73932623881
"RSBN1L",1564.9047004046,1485.02510342597,1563.39171869282,2038.1195746136,1615.18632149112,1535.60320385427
"AGBL5-IT1",10.7924462096869,4.19795082240558,18.1895487922376,28.4124476014907,25.4360050628523,19.6632117566705
"MAPRE2",2059.19873680825,2160.89518583327,2252.77561791863,1870.48613376481,2051.83774173675,2013.13834651627
"ALAD",1466.69343989644,1720.11034948069,1576.12440284739,1446.19358291588,1447.73262149401,1422.30565039917
"MAP4K1",35.6150724919667,87.1074795649158,67.3013305312792,96.6023218450685,107.043187972837,81.461877277635
"PALM2AKAP2",627.041124782807,497.457172455061,564.785489998978,506.688648893251,386.839243664212,528.097687179151
"P3H4",48.5660079435909,92.3549180929228,86.4003567631287,56.8248952029815,50.8720101257046,41.1991103473097
"PLAA",1515.25944784004,1380.07633286583,1612.50350043186,1444.29941974245,1348.10826833117,1264.9999563458
"WDHD1",646.467527960243,619.197746304823,793.06432734156,626.968010406229,666.635299355587,416.672820558018
"MN1",21.5848924193737,12.5938524672167,9.09477439611881,20.8357949077599,26.4958386071378,39.326423513341
"NCAPD3",2174.6779112519,2250.10164080939,2078.15594951315,1886.58652073898,2118.60725502674,1949.46699416133
"DEPDC1",495.373281024627,365.221721549286,526.587437535279,436.604611476241,358.223737968503,353.001468203085
"CCNYL1",515.878928823032,558.327459379942,627.539433332198,503.847404133102,498.121765814191,467.235365075171
"POLR1E",704.746737492552,787.115779201047,674.832260192015,623.179684059363,562.771612015607,694.766815402359
"VASP",12173.8793245268,11524.4244952089,11521.2602050033,10175.4445676805,11340.218923855,11441.1802121313
"DAG1",209.373456467925,217.243955059489,191.899739758107,129.750177380141,132.479193035689,210.67726882147
"SMIM27",38.8528063548727,67.1672131584893,59.1160335747722,68.1898742435778,96.4448525299816,81.461877277635
"PHLDB1",360.467703403541,325.341188736433,323.77396850183,394.933021660721,421.813750625634,376.410053627693
"C4A",4.31697848387475,13.6433401728181,10.0042518357307,32.2007739483562,23.3163379742813,10.2997775868274
"DNAJC7",2392.68532468758,2285.78422279984,2361.00343323244,2582.69148697551,2435.49748476811,2593.67126504654
"KIFBP",742.520299226456,794.462193140256,976.77877014316,919.616220701584,971.867360109815,982.224244416542
"POLR2J",798.641019516828,824.897336602697,678.470169950463,742.511963985625,916.756015806968,1004.69648642417
"CAAP1",890.376812299166,914.103791578815,984.964067099667,1092.93215107068,1051.35487593123,978.478870748605
"SIPA1L1",1840.11207875161,1809.31680445681,1738.0113870983,1765.36007763929,1624.72482338969,1502.83118425982
"FILIP1",23.7433816613111,6.29692623360837,4.5473871980594,41.6715898155197,19.0770037971392,18.7268683396862
"GMNN",613.010944710214,655.929816000872,603.893019902289,724.517413838014,763.080151885569,650.758674804096
"RNF139",1310.20296985599,1231.04907867044,1239.61775019099,1156.38661738067,1055.59421010837,1193.837856655
"CLEC12B",37.773561733904,32.5341188736433,50.9307366182653,97.5494034317849,64.6498462014163,36.5173932623881
"ATXN7L2",251.463996685704,279.163729689971,224.640927584135,270.865333800878,293.573891767087,363.301245789913
"SSU72",4042.8503501487,4217.89108881201,3880.7402348239,3429.38242549993,3862.03343537641,3921.40623033029
"ZNF445",997.222029775066,997.013320321326,994.058841495786,852.373428044722,890.26017719983,936.343416984311
"RAVER2",255.780975169579,314.846311680419,341.054039854455,264.235762693864,251.180549995666,230.34048057814
"RXYLT1",469.471410121379,437.636373235782,417.450144781853,398.721348007587,324.309064551367,396.073265384363
"ATP6V0D2",15.1094246935616,12.5938524672167,35.4696201448633,9.47081586716358,5.29916772142756,12.172464420796
"CELF1",4093.57484733423,3970.21199029008,4129.02757583794,4405.8235414045,4317.76185941918,4292.19822345608
"DLX1",24.8226262822798,27.2866803456363,30.0127555071921,1.89416317343272,11.6581689871406,22.4722420076235
"MARCHF9",198.581010258238,226.689344409901,225.550405023746,202.675459557301,322.189397462796,297.757206601011
"MYBPC3",45.3282740806848,35.6825819904474,59.1160335747722,53.9836504428324,79.4875158214134,81.461877277635
"RANGAP1",3742.8203455194,3351.01424398526,3363.24757168473,2876.28677885758,3045.96160627656,3578.70453971404
"GLIPR2",407.954466726164,473.318955226229,501.122069226146,294.542373468787,430.292418979918,419.481850808971
"NARF",1728.94988279184,1876.4840176153,1674.34796632547,1986.0300873442,1869.54637211964,1916.69497456688
"SMAD7",1426.7613889206,1423.10532879549,1511.55150463495,1323.07297664275,1299.35592529404,1350.20720729138
"ARID4A",2312.8212227359,2300.47705067826,2649.30778158941,3006.03695623772,2614.60935375236,2422.32041973841
"NPAT",979.954115839567,767.17551279462,932.214375602178,762.400677306668,846.807001884125,733.156895498715
"MKS1",239.592305855048,284.411168217978,301.037032511533,238.664559852522,439.830920878488,368.919306291818
"DENND6B",269.811155242172,179.462397657839,220.093540386075,285.071557601624,302.052560121371,249.067348917827
"DESI1",951.893755694382,929.846107162836,827.624470046811,1092.93215107068,980.346028464099,971.924466829715
"SNCAIP",18.3471585564677,13.6433401728181,13.6421615941782,35.0420187085052,36.0343405057074,17.7905249227019
"BPGM",389.607308169696,394.607377306125,316.498148984934,546.466075535339,374.121241132786,412.927446890081
"TMEM18",537.463821242406,708.404201280942,685.745989467358,855.214672804871,773.678487328424,637.649866966316
"SERF2",3479.48465800305,3318.48012511161,3270.48087284432,3227.65404752935,3771.94758411214,4022.5313193646
"DCXR",1265.95394039627,1121.90235728789,1200.51022028768,1141.23331199321,1578.09214744113,1360.5069848782
"LGMN",2679.76439386525,2758.05369032047,2323.71485820836,2169.76391516718,2304.0781252767,2559.02655861812
"ACTG1",65597.5673070977,66637.2218671606,62153.6882230759,53966.6029742715,63687.517343205,63491.5744188721
"CHEK1",718.776917565145,679.018545524103,756.685229757085,684.739987195927,558.532277838465,636.713523549331
"DNAJC10",4915.95924851237,4890.6127081025,5597.83364081113,5100.03434446759,4717.31910561482,4339.95173772228
"NOA1",895.77303540401,921.450205518025,888.559458500807,817.331409336217,843.627501251268,750.947420421417
"PLCD1",70.1509003629646,68.2167008640907,69.1202854105029,78.6077716974577,115.521856327121,98.3160587833526
"MRPS28",244.988528959892,270.76782804516,223.731450144523,213.093357011181,200.308539869962,184.459653145909
"JAKMIP3",25.9018709032485,27.2866803456363,24.5558908695208,10.4178974538799,15.8975031642827,13.1088078377804
"PMFBP1",57.1999649113404,73.4641393920977,89.1287890819643,101.33772977865,107.043187972837,100.188745617321
"SLC27A3",608.693966226339,547.832582323928,533.863257052174,608.973460258618,681.472968975585,646.076957719174
"KCNK13",1692.2555656789,1638.25030844378,1577.033880287,1376.10954549887,1503.90379934114,1576.80231420158
"RDH10",309.743206218013,284.411168217978,293.761212994637,378.832634686543,338.086900627079,339.892660365305
"ODF2",1633.97635614659,1622.50799285976,1688.89960535926,1834.49703346959,1744.48601389395,1809.01548161369
"SIPA1",9606.35637124228,9460.08217829098,8417.21370360795,6068.89880767842,8392.82183719697,8489.82576179674
"C1QTNF6",51.803741806497,36.7320696960488,37.2885750240871,98.4964850185012,47.6925094928481,53.3715747681057
"CD38",30.2188493871232,39.880532812853,27.2843231883564,1.89416317343272,4.23933417714205,33.7083630114352
"EHMT1",2272.88917176005,2518.77049344335,2217.30599777377,1824.07913601571,2233.06927780957,2261.26935201711
"TXLNG",638.912815613462,571.97079955276,708.482925457655,544.571912361906,634.840293027022,454.126557237391
"B3GALT6",1093.27480104128,1051.5866810126,956.770266471699,887.415446753227,970.80752656553,911.998488142719
"RNF14P3",9.71320158871818,14.6928278784195,5.45686463767128,24.6241212546253,14.8376696199972,26.2176156755607
"SLC25A51",234.196082750205,290.708094451587,238.283089178313,226.35249922521,193.949538604249,195.695774149721
"SLC25A43",322.694141669637,311.697848563614,346.510904492127,435.657529889525,324.309064551367,416.672820558018
"NMRAL1",950.814511073413,876.322234177165,894.925800578091,905.409996900838,1149.91939554978,1025.29604159782
"GPSM3",5421.04573112571,6137.40410235696,5744.25950858864,5943.88403823186,6369.59960115593,6251.96499520424
"ANKMY1",852.603250565262,834.342725953109,768.508436472039,901.621670553973,964.448525299816,888.589902718111
"PDCD6P1",216.928168814706,167.918032896223,185.533397680824,229.193743985359,236.342880375669,242.512944998936
"ZNF579",332.407343258355,245.580123110727,272.843231883564,291.701128708638,412.275248727064,342.701690616258
"EXOC3",6432.29794097337,6187.77951222583,5896.14224100382,6037.64511531678,6878.31970241298,7070.32914164853
"GPRC5B",19.4264031774364,24.1382172288321,27.2843231883564,3.78832634686543,6.35900126571308,20.5995551736548
"TBC1D19",25.9018709032485,31.4846311680419,58.2065561351604,10.4178974538799,29.6753392399944,21.5358985906391
"WWP1-AS1",12.9509354516242,6.29692623360837,10.9137292753426,35.0420187085052,19.0770037971392,13.1088078377804
"MED10",945.418287968569,918.301742401221,1002.24413845229,1119.45043549874,1044.99587466552,1029.04141526576
"RPL4P4",230.958348887299,230.887295232307,254.653683091327,280.336149668042,298.873059488515,287.457429014183
"ALDOC",398.241265137445,479.615881459838,386.527911835049,319.166494723413,363.522905689931,380.15542729563
"HMBS",913.040949339509,1022.20102525576,813.982308452633,964.129055277252,1059.83354428551,1084.28567686783
"CD207",23320.3177698914,23795.0347491004,23139.8344960451,25156.3811063599,24446.1205324896,24249.4218130597
"POLR3G",197.50176563727,134.334426316979,241.92099893676,335.266881697591,214.086375945674,209.740925404486
"YTHDF2",3409.33375764008,3339.46987922364,3509.67343946225,3186.92953930054,3151.94496070511,3234.13016226381
"ADCK5",515.878928823032,464.923053581418,456.557674685164,439.44585623639,638.019793659879,632.968149881394
"NEO1",310.822450838982,241.382172288321,295.580167873861,257.606191586849,225.744544932814,205.059208319564
"TOR3A",2239.43258851002,2274.23985803822,2164.55630627628,2257.8425027318,1960.6920569282,1853.02362221195
"GPC4",935.705086379851,1096.71465235346,987.692499418502,881.732957232929,887.080676566974,926.043639397483
"ABCA10",23.7433816613111,39.880532812853,12.7326841545663,32.2007739483562,51.9318436699901,51.4988879341371
"HSPA2-AS1",31.2980940080919,29.3856557568391,10.9137292753426,50.195324095967,42.3933417714205,34.6447064284195
"POLR2C",1393.30480567057,1496.56946818759,1446.06912898289,1704.74685608944,1510.26280060686,1554.33007219396
"MAPKBP1",1200.12001851718,1068.37848430222,1112.29090864533,1031.37184793411,977.166527831243,1031.85044551671
"ZNF142",1114.85969346065,1185.92110732958,1181.41119405583,960.340728930387,1166.87673225835,980.351557582573
"FAM118B",711.222205218364,751.433197210599,666.646963235509,661.062947528018,537.335606952755,653.567705055049
"MRPL43",622.724146298932,618.148258599222,558.419147921695,575.825604723546,753.541649987,759.374511174276
"MTCYBP18",17.267913935499,10.494877056014,3.63790975844752,22.7299580811926,20.1368373414247,26.2176156755607
"CCNF",563.365692145654,658.028791412075,626.629955892586,432.816285129376,534.156106319898,607.686877622818
"PDF",115.479174443649,183.660348480244,88.2193116423524,62.5073847232796,118.701356959977,86.1435943625566
"GGCTP1",16.1886693145303,33.5836065792447,17.2800713526257,5.68248952029815,10.5983354428551,14.0451512547647
"IER3IP1",712.301449839333,731.492930804173,949.494446954803,926.245791808598,889.200343655545,930.725356482405
"MELTF",63.6754326371525,56.6723361024754,70.9392402897267,66.295711070145,85.8465170871265,127.342704709866
"C1QL3",74.4678788468394,69.2661885696921,57.2970786955485,63.454466309996,30.7351727842799,33.7083630114352
"E2F5",178.075362459833,125.938524672167,196.447126956166,245.294130959537,198.188872781391,200.377491234642
"SPON2",10.7924462096869,15.7423155840209,49.1117817390416,66.295711070145,55.1113443028467,25.2812722585764
"BRD3OS",350.754501814823,450.230225702999,365.609930723976,242.452886199388,321.12956391851,383.900800963567
"ZNF41",756.550479299049,609.752356954411,763.96104927398,680.951660849061,543.694608218468,611.432251290755
"NEK7",2488.73809595379,2265.84395639341,2603.83390960881,2353.49774299015,2275.462619581,2107.70903163168
"VPS9D1-AS1",70.1509003629646,113.344672204951,81.8529695650693,98.4964850185012,138.838194301402,130.151734960819
"KNSTRN",1214.15019858977,1220.55420161442,1155.03634830709,1450.92899084946,1300.41575883832,1232.22793675135
"CENPP",391.765797411633,476.467418343034,448.372377728657,560.672299336084,427.112918347062,570.233140943445
"YIPF6",1215.22944321074,1319.20604594095,1416.96585091531,1222.68232845082,1231.52657845977,1099.26717153958
"MRPL45P2",334.565832500293,259.223463283545,246.46838613482,365.573492472514,321.12956391851,331.465569612446
"P3H2",596.822275395684,684.26598405211,649.366891882883,578.666849483695,547.93394239561,564.615080441539
"SH3GL1P1",69.0716557419959,50.375409868867,40.0170073429228,88.0785875646213,84.786683542841,63.6713523549331
"CNPY3",7478.08597869203,7750.4667058663,7014.79949172644,7805.84643771622,8007.04242707705,7858.73029874932
"GIMAP2",703.667492871584,767.17551279462,795.792759660396,1039.89558221456,796.994825302706,776.228692679994
"CIAO1",4156.17103535041,4402.60092499785,4336.38843206945,4635.96436697657,4406.78787713916,4751.00649777839
"PRPF31-AS1",21.5848924193737,31.4846311680419,23.6464134299089,58.7190583764142,28.6155056957088,44.0081405982626
"SFXN3",1335.02559613827,1349.64118940339,1318.74228743723,1557.00212856169,1449.85228858258,1393.27900447265
"SMYD3-IT1",25.9018709032485,5.24743852800698,16.3705939130139,20.8357949077599,24.3761715185668,53.3715747681057
"KANSL1",1944.79880698557,1966.73996029702,2041.77685192867,2164.08142564688,2087.87208224246,2198.53434307916
"PKN2",2355.99100757464,2304.67500150066,2750.25977738633,3017.40193527832,2558.43817590523,2606.78007288432
"C17orf80",638.912815613462,806.006557901872,835.809767003318,704.62870051697,646.498462014163,630.159119630441
"CLN5",371.260149613228,433.438422413376,370.157317922035,449.86375369027,454.668590498485,467.235365075171
"INVS",541.780799726281,583.515164314376,568.423399757425,404.403837527885,550.053609484181,495.3256675847
"FLNB-AS1",19.4264031774364,33.5836065792447,17.2800713526257,9.47081586716358,7.41883480999859,15.9178380887333
"ATP5PDP4",15.1094246935616,15.7423155840209,7.27581951689505,18.9416317343272,20.1368373414247,39.326423513341
"KIF9-AS1",94.9735266452444,34.633094284846,71.8487177293386,96.6023218450685,124.000524681405,82.3982206946193
"KCTD1",90.6565481613697,85.008504153713,91.8572214007999,29.3595291882071,56.1711778471322,88.9526246135095
"TVP23C",127.350865274305,146.928278784195,119.141544589156,185.627990996406,181.231536072823,142.324199381615
"ODR4",1024.20314529928,902.5594268172,1088.64449521542,1376.10954549887,1057.71387719694,1022.48701134687
"PIN1",1419.20667657382,1581.5779723413,1579.76231260584,1390.31576929961,1389.44177655831,1392.34266105567
"XPC-AS1",71.2301449839333,92.3549180929228,62.7539433332198,86.1844243911886,117.641523415692,112.361210038117
"FPGT",390.686552790665,443.93329946939,561.14758024053,410.086327048183,344.445901892792,411.054760056112
"CHMP3-AS1",34.535827870998,48.2764344576642,39.1075299033109,38.8303450553707,16.9573367085682,9.36343416984311
"MRPL20",1353.37275469473,1269.88012377769,1203.23865260652,1336.33211885678,1443.49328731687,1441.03251873885
"SHARPIN",887.13907843626,983.369980148508,770.327391351263,886.468365166511,995.183698084096,1142.33896872086
"SYCP2",9.71320158871818,6.29692623360837,18.1895487922376,38.8303450553707,36.0343405057074,5.61806050190586
"CSK",10808.6348790014,10810.7728554,9834.17955452327,8173.31409336217,10036.6236643838,10577.8715816718
"ZNF8-DT",62.5961880161838,52.4743852800698,43.6549171013703,125.961851033276,57.2310113914177,60.8623221039802
"EMILIN2",965.923935766974,979.172029326102,1101.37717936999,881.732957232929,909.33718099697,936.343416984311
"SVIL",26.9811155242172,30.4351434624405,29.1032780675802,24.6241212546253,9.53850189856961,9.36343416984311
"TECTA",14.0301800725929,27.2866803456363,29.1032780675802,52.0894872693997,59.3506784799887,18.7268683396862
"SNRK",990.746562049254,1029.54743919497,1310.55699048072,1088.1967431371,929.474018338395,891.398932969064
"SNRNP27",481.343100952034,513.199488039082,543.867508887905,670.533763395181,614.703455685597,507.498132005496
"ZNF280C",243.909284338923,289.658606745985,265.567412366669,369.36181881938,256.479717717094,353.001468203085
"TMCC1-DT",201.818744121144,139.581864844986,190.990262318495,239.611641439239,186.53070379425,251.87637916878
"IFIT1",633.516592508619,553.080020851935,582.975038791216,630.756336753094,663.455798722731,727.53883499681
"SLC35A2",594.663786153746,707.35471357534,668.465918114732,503.847404133102,604.105120242742,602.068817120912
"MFSD6",361.54694802451,393.557889600523,377.43313743893,340.002289631172,358.223737968503,230.34048057814
"DNAJC4",988.588072807317,1016.95358672775,944.947059756744,913.933731181285,1271.80025314262,1181.6653922342
"PPP2R3A",167.282916250146,162.670594368216,223.731450144523,173.315930369094,147.316862655686,95.5070285323997
"ZNF526",379.894106580978,428.190983885369,374.704705120095,338.10812645774,241.642048097097,387.646174631505
"APOO",233.116838129236,203.600614886671,234.645179419865,318.219413136696,280.855889235661,229.404137161156
"SLC4A8",648.626017202181,671.672131584893,712.120835216103,759.559432546519,712.208141759864,832.409297699052
"RBM12B-AS1",37.773561733904,47.2269467520628,40.0170073429228,21.7828764944762,29.6753392399944,23.4085854246078
"PEX26",1931.84787153395,1911.11711190014,1947.19119820904,1873.32737852496,1672.41733288254,1767.81637126638
"PIK3CD-AS2",5.39622310484343,12.5938524672167,12.7326841545663,17.0474685608944,15.8975031642827,34.6447064284195
"TRIM35",780.29386096036,782.917828378641,664.828008356285,650.645050074138,575.489614547033,712.55734032506
"FPGS",1897.31204366295,1991.92766523145,1675.25744376508,1883.74527597884,2187.4964354053,2068.38260811834
"WHAMMP1",273.048889105078,256.07500016674,298.308600192697,326.743147417143,349.745069614219,313.675044689744
"DTX1",130.588599137211,123.839549260965,159.158551932079,148.691809114468,164.274199364254,228.467793744172
"PATL1",3398.54131143039,3219.82828078508,3070.39583612971,2914.17004232623,2982.37159361943,3091.80596288219
"TNFSF18",17.267913935499,15.7423155840209,30.9222329468039,7.57665269373086,12.7180025314262,9.36343416984311
"RPL7P51",11.8716908306556,7.34641393920977,10.0042518357307,18.9416317343272,19.0770037971392,24.3449288415921
"C22orf23",20.505647798405,24.1382172288321,29.1032780675802,41.6715898155197,28.6155056957088,56.1806050190586
"KAT7",1918.89693608232,1804.0693659288,1632.51200410333,1692.43479546213,1579.15198098541,1597.40186937523
"SMIM26",288.158313798639,240.33268458272,257.382115410162,319.166494723413,282.975556324232,345.510720867211
"DLEC1",31.2980940080919,40.9300205184544,31.8317103864158,45.4599161623852,60.4105120242742,57.116948436043
"BNC2",1421.36516581576,1536.45000100044,1686.17117304043,1464.18813306349,1359.76643731831,1382.04288346884
"NOL8",2190.86658056643,2395.98043188799,2421.02894424683,2709.6004195955,2569.03651134808,2361.45809763443
"EOGT-DT",61.5169433952151,61.9197746304823,54.5686463767128,90.9198323247704,78.4276822771279,82.3982206946193
"OXR1",1046.86728233963,1180.67366880157,1137.75627695446,1187.64030974231,900.858512642686,848.327135787786
"ZGLP1",19.4264031774364,15.7423155840209,11.8232067149544,20.8357949077599,29.6753392399944,38.3900800963567
"ZSWIM8",2621.48518433294,2371.84221465915,2209.12070081726,2382.85727217836,2742.84921261091,2790.30338261325
"FRS2",627.041124782807,532.090266739908,671.194350433568,735.88239287861,647.558295558448,719.111744243951
"ARHGEF38",6.47546772581212,7.34641393920977,18.1895487922376,34.0949371217889,26.4958386071378,11.2361210038117
